organisation,mobile,route,community,stop,address,postcode,geox,geoy,day,arrival,departure,frequency,start,end,timetable
West Berkshire,Mobile,A,Padworth,Jubilee Nursery,"PADWORTH, Jubilee Nursery, Padworth Lane",,-1.1125535945613962,51.38785496435683,Monday,09:30,10:45,FREQ=WEEKLY;INTERVAL=3,2019-10-21,,http://info.westberks.gov.uk/mobilelibraries
West Berkshire,Mobile,A,Calcot,Beansheaf Community Pre-school,"CALCOT, Beansheaf Community Pre-school",,-1.0505418862759148,51.43851483494956,Monday,11:00,11:25,FREQ=WEEKLY;INTERVAL=3,2019-10-21,,http://info.westberks.gov.uk/mobilelibraries
West Berkshire,Mobile,A,Calcot,Acorns Nursery School,"CALCOT, Acorns Nursery School",,-1.0445843137851927,51.443402962248335,Monday,11:30,12:00,FREQ=WEEKLY;INTERVAL=3,2019-10-21,,http://info.westberks.gov.uk/mobilelibraries
West Berkshire,Mobile,A,Calcot,David Smith Court,"CALCOT, David Smith Court",,-1.0279239710162593,51.44263661287739,Monday,12:10,12:30,FREQ=WEEKLY;INTERVAL=3,2019-10-21,,http://info.westberks.gov.uk/mobilelibraries
West Berkshire,Mobile,A,Calcot,"Sainsburys, Calcot","CALCOT, Sainsburys",,-1.0608815034318908,51.442257768633844,Monday,13:40,14:40,FREQ=WEEKLY;INTERVAL=3,2019-10-21,,http://info.westberks.gov.uk/mobilelibraries
West Berkshire,Mobile,A,Calcot,Calcot Priory,"CALCOT, Calcot Priory",,-1.0497980737761348,51.44108047372921,Monday,14:50,15:20,FREQ=WEEKLY;INTERVAL=3,2019-10-21,,http://info.westberks.gov.uk/mobilelibraries
West Berkshire,Mobile,A,Calcot,Latimer Drive,"CALCOT, Latimer Drive",,-1.050404287946454,51.44029410332191,Monday,15:30,16:00,FREQ=WEEKLY;INTERVAL=3,2019-10-21,,http://info.westberks.gov.uk/mobilelibraries
West Berkshire,Mobile,B,Wash Common,Community Centre and Jane's House Montessori Pre School,"WASH COMMON, Community Centre and Jane's House Montessori Pre School",,-1.3481498277063806,51.379115165242126,Tuesday,09:45,10:45,FREQ=WEEKLY;INTERVAL=3,2019-10-01,,http://info.westberks.gov.uk/mobilelibraries
West Berkshire,Mobile,B,Bucklebury,All Saint's Church,"BUCKLEBURY, All Saint's Church",,-1.2254490933144073,51.41454266550865,Tuesday,11:15,12:00,FREQ=WEEKLY;INTERVAL=3,2019-10-01,,http://info.westberks.gov.uk/mobilelibraries
West Berkshire,Mobile,B,Bucklebury,Victory Room,"BUCKLEBURY, Victory Room",,-1.2072052701136395,51.434274559355956,Tuesday,13:15,13:45,FREQ=WEEKLY;INTERVAL=3,2019-10-01,,http://info.westberks.gov.uk/mobilelibraries
West Berkshire,Mobile,B,Chapel Row,Donnington Close,"CHAPEL ROW, Donnington Close",,-1.1774614717967575,51.42352234726534,Tuesday,14:00,14:30,FREQ=WEEKLY;INTERVAL=3,2019-10-01,,http://info.westberks.gov.uk/mobilelibraries
West Berkshire,Mobile,B,Cold Ash,Acland Hall,"COLD ASH, Acland Hall",,-1.2681285322091205,51.42979707725432,Tuesday,14:45,16:00,FREQ=WEEKLY;INTERVAL=3,2019-10-01,,http://info.westberks.gov.uk/mobilelibraries
