WKT,destination_stop,destination_stop_latitude,destination_stop_longitude,distance,duration,mobile,origin_stop,origin_stop_latitude,origin_stop_longitude,route
"LINESTRING (-2.556401 52.478775,-2.556352 52.47861,-2.556452 52.478341,-2.556798 52.477916,-2.556879 52.477794,-2.557026 52.477573,-2.557411 52.476369,-2.557992 52.474677,-2.558072 52.474362,-2.558032 52.473629,-2.558067 52.473319,-2.558283 52.472852,-2.558517 52.472569,-2.559407 52.471908,-2.559573 52.471738,-2.559736 52.471483,-2.559812 52.471251,-2.559825 52.470506,-2.55983 52.470261,-2.56028 52.469441,-2.560593 52.468546,-2.560727 52.467083,-2.561168 52.465643,-2.56155 52.464956,-2.562062 52.464032,-2.562261 52.462991,-2.562417 52.462658,-2.562846 52.462349,-2.562883 52.462346,-2.563189 52.462322,-2.564305 52.462427,-2.564584 52.462309,-2.565142 52.461342,-2.565743 52.459524,-2.566278 52.45903,-2.56733 52.458505,-2.567717 52.458204,-2.568318 52.45725,-2.569348 52.456347,-2.570206 52.455811,-2.570613 52.455406,-2.571364 52.454765,-2.571729 52.454072,-2.573768 52.451574,-2.574304 52.450659,-2.574804 52.450373,-2.577929 52.448756,-2.581034 52.446332,-2.581388 52.446068,-2.58247 52.445242,-2.585696 52.445671,-2.586148 52.445731,-2.586336 52.445737,-2.586469 52.445724,-2.587019 52.44551,-2.587845 52.445249,-2.588517 52.445159,-2.589014 52.445131,-2.589344 52.445068,-2.590736 52.444335,-2.592362 52.443774,-2.593438 52.443565,-2.593838 52.443394,-2.594701 52.442783,-2.596509 52.441572,-2.596848 52.441399,-2.597429 52.441286,-2.597518 52.44126,-2.59782 52.441172,-2.598424 52.441119,-2.599202 52.441281,-2.599824 52.441443,-2.599863 52.441603,-2.599804 52.441897,-2.599894 52.442027,-2.600263 52.442043,-2.600713 52.441992,-2.602462 52.441696,-2.602787 52.441656,-2.602923 52.441635,-2.603228 52.441577,-2.603228 52.441577)",Post Box,"52.44005238444254","-2.6026427422319007",5997.8,462,Brookes,Old Hall Bungalows,"52.47874684136884","-2.5566588393535934","10"
"LINESTRING (-2.603228 52.441577,-2.604048 52.441509,-2.604619 52.44143,-2.605438 52.441111,-2.606656 52.440863,-2.607353 52.44075,-2.609266 52.440503,-2.610071 52.440343,-2.610184 52.440337,-2.61124 52.440282,-2.611402 52.440256,-2.611884 52.44018,-2.613054 52.439877,-2.614499 52.439593,-2.617259 52.438965,-2.61789 52.438523,-2.618277 52.438252,-2.620156 52.437623,-2.622103 52.43697,-2.624077 52.436386,-2.62522 52.436332,-2.626672 52.436265,-2.626891 52.436254,-2.627142 52.436241,-2.628292 52.435993,-2.6295 52.435726,-2.632267 52.435154,-2.632843 52.434886,-2.634249 52.434126,-2.634589 52.434324,-2.634925 52.434514,-2.635497 52.434913,-2.635771 52.435155,-2.636006 52.435308,-2.63628 52.435422,-2.636551 52.435502,-2.636775 52.435591,-2.636955 52.4357,-2.637359 52.435864,-2.637853 52.435858,-2.638006 52.43589,-2.638233 52.435999,-2.6383 52.436047,-2.638336 52.43611,-2.638315 52.436196,-2.638151 52.43636,-2.638073 52.436421,-2.637997 52.43645,-2.637716 52.436504,-2.637533 52.436555)",Church Lane,"52.43655197081998","-2.6375308814348037",2753,334.5,Brookes,Post Box,"52.44005238444254","-2.6026427422319007","10"
"LINESTRING (-2.637533 52.436555,-2.637716 52.436504,-2.637997 52.43645,-2.638073 52.436421,-2.638151 52.43636,-2.638315 52.436196,-2.638336 52.43611,-2.6383 52.436047,-2.638233 52.435999,-2.638006 52.43589,-2.637853 52.435858,-2.637359 52.435864,-2.636955 52.4357,-2.636775 52.435591,-2.636551 52.435502,-2.63628 52.435422,-2.636006 52.435308,-2.635771 52.435155,-2.635497 52.434913,-2.634925 52.434514,-2.634589 52.434324,-2.634249 52.434126,-2.636231 52.432511,-2.636096 52.431644,-2.636268 52.43101,-2.636378 52.430372,-2.637475 52.430534,-2.638321 52.430688,-2.639196 52.430799,-2.64008 52.430747,-2.64071 52.430594,-2.641594 52.430288,-2.642392 52.429841,-2.642926 52.429467,-2.643127 52.429267,-2.643255 52.429109,-2.643363 52.428976,-2.643797 52.428491,-2.644128 52.428234,-2.644737 52.428061,-2.645405 52.428021,-2.645538 52.427952,-2.645907 52.427312,-2.646185 52.427055,-2.646444 52.426879,-2.647051 52.426655,-2.647406 52.426553,-2.647702 52.426277,-2.648193 52.426166,-2.650205 52.425662,-2.650774 52.425405,-2.651619 52.424991,-2.652818 52.424519,-2.653535 52.424268,-2.654172 52.423911,-2.654769 52.423497,-2.654945 52.423375,-2.655647 52.422978,-2.657211 52.422344,-2.657595 52.4222,-2.658252 52.422,-2.658989 52.421859,-2.659834 52.421498,-2.660745 52.420998,-2.661643 52.420658,-2.662514 52.420242,-2.663345 52.419906,-2.663873 52.41975,-2.666095 52.419402,-2.666764 52.419385,-2.667287 52.419328,-2.667587 52.41918,-2.667986 52.418864,-2.670538 52.417503,-2.670825 52.41836,-2.671395 52.41871,-2.67343 52.418468,-2.674324 52.418511,-2.675202 52.418553,-2.675354 52.418561,-2.678625 52.418313,-2.679398 52.418343,-2.682334 52.418359,-2.684774 52.418801,-2.685724 52.418989,-2.686424 52.419434,-2.686971 52.420186,-2.687374 52.420865,-2.687766 52.420894,-2.689255 52.420794,-2.693177 52.42094,-2.693606 52.420957,-2.695856 52.421048,-2.6983 52.421062,-2.699197 52.421095,-2.700191 52.421224,-2.70066 52.421432,-2.702325 52.422014,-2.704128 52.422386,-2.70515 52.422614,-2.707159 52.421977)",No. 1,"52.422148161240095","-2.70730477808334",6564.7,787.8,Brookes,Church Lane,"52.43655197081998","-2.6375308814348037","10"
"LINESTRING (-2.707159 52.421977,-2.70515 52.422614,-2.704128 52.422386,-2.702325 52.422014,-2.70066 52.421432,-2.700191 52.421224,-2.699197 52.421095,-2.6983 52.421062,-2.69737 52.422059,-2.694607 52.42518,-2.693931 52.426642,-2.693675 52.427194,-2.692499 52.428324,-2.692395 52.42904,-2.692316 52.430024,-2.692688 52.430555,-2.692674 52.431122,-2.692741 52.431633,-2.692699 52.432155,-2.692621 52.432308,-2.692378 52.432787,-2.692029 52.433267,-2.691288 52.433921,-2.690457 52.435302,-2.689453 52.435506,-2.688703 52.435871,-2.687847 52.436298,-2.684985 52.437728,-2.684013 52.438207,-2.683212 52.438719,-2.680652 52.440178,-2.680156 52.440402,-2.679532 52.440601,-2.678976 52.440679,-2.677825 52.440799,-2.677075 52.440878,-2.671184 52.44017,-2.67052 52.44004,-2.669479 52.439961,-2.669479 52.439961)",Post Box,"52.44023263377625","-2.6694042277756873",4023.4,482.8,Brookes,No. 1,"52.422148161240095","-2.70730477808334","10"
"LINESTRING (-2.669479 52.439961,-2.669479 52.439961,-2.67052 52.44004,-2.671184 52.44017,-2.669231 52.441438,-2.667436 52.442404,-2.666543 52.442917,-2.665727 52.443275,-2.664809 52.443899,-2.664308 52.444148,-2.662884 52.444477,-2.662323 52.444815,-2.661746 52.44493,-2.660959 52.445617,-2.659839 52.446242,-2.658853 52.446387,-2.655937 52.447518,-2.654514 52.448365,-2.654197 52.448937,-2.652999 52.450275,-2.653202 52.451167,-2.651702 52.453576,-2.651442 52.453696,-2.651167 52.454225,-2.651138 52.454361,-2.651019 52.454448,-2.649573 52.454263,-2.648882 52.454259,-2.64848 52.454133,-2.6482 52.454099,-2.64802 52.454186,-2.647833 52.454482,-2.64743 52.454671,-2.647029 52.454778,-2.645639 52.45428,-2.644415 52.45391,-2.644042 52.453866,-2.643665 52.453708,-2.643342 52.453546,-2.642527 52.45334,-2.642091 52.454025,-2.641472 52.454842,-2.641118 52.455195)",Marsh Gate,"52.45508897582708","-2.6393586426608135",3215.9,385.9,Brookes,Post Box,"52.44023263377625","-2.6694042277756873","10"
"LINESTRING (-2.641118 52.455195,-2.641118 52.455195,-2.641125 52.455254,-2.641629 52.455674,-2.641634 52.455957,-2.641522 52.456301,-2.641431 52.456365,-2.641278 52.456386,-2.641011 52.456432,-2.6407 52.456405,-2.640351 52.456331,-2.639941 52.456203,-2.639799 52.456177,-2.639687 52.456223,-2.639568 52.456401,-2.638937 52.457037,-2.638402 52.457666,-2.638294 52.457806,-2.638244 52.457934,-2.637666 52.458442,-2.636997 52.458857,-2.637567 52.459626,-2.637686 52.459995,-2.637742 52.461058,-2.637649 52.461894,-2.637488 52.462601,-2.636529 52.463563,-2.637416 52.463892,-2.638475 52.464218,-2.639731 52.464502,-2.640334 52.464667,-2.641304 52.4649,-2.641762 52.464916,-2.642448 52.464851,-2.643692 52.464539,-2.643926 52.464592,-2.64405 52.464727,-2.644168 52.465103,-2.644251 52.465278,-2.644478 52.465387,-2.644961 52.465441,-2.645989 52.46572,-2.646971 52.46587,-2.647296 52.465881,-2.648202 52.466013,-2.6487 52.466001,-2.649584 52.46606,-2.65241 52.466327,-2.652489 52.466335,-2.652559 52.466345,-2.653075 52.466428,-2.65417 52.466563,-2.654486 52.466569,-2.655456 52.466509,-2.655785 52.466513,-2.656942 52.466662,-2.657288 52.466469,-2.657769 52.466307,-2.658382 52.465921,-2.658814 52.465758,-2.659267 52.465655,-2.659754 52.465519,-2.66072 52.464713,-2.661526 52.464338,-2.661925 52.464223,-2.663381 52.463872,-2.664312 52.463532,-2.665222 52.462726,-2.665766 52.462868,-2.667058 52.4629,-2.668221 52.463173,-2.669481 52.462781,-2.669924 52.46265,-2.670279 52.46233,-2.670454 52.462191,-2.67053 52.462228,-2.670634 52.462283,-2.670797 52.462339,-2.67091 52.462361,-2.671044 52.462372,-2.671344 52.462353,-2.672487 52.462145,-2.673117 52.461466,-2.673171 52.4614)",Phone Box,"52.46088935842762","-2.6714985527425483",4052.2,486.3,Brookes,Marsh Gate,"52.45508897582708","-2.6393586426608135","10"
"LINESTRING (-2.673171 52.4614,-2.673117 52.461466,-2.672487 52.462145,-2.671344 52.462353,-2.671044 52.462372,-2.67091 52.462361,-2.670797 52.462339,-2.670634 52.462283,-2.67053 52.462228,-2.670454 52.462191,-2.670279 52.46233,-2.669924 52.46265,-2.670174 52.46299,-2.669966 52.463362,-2.669972 52.463528,-2.670253 52.463839,-2.670307 52.463971,-2.67042 52.464139,-2.670611 52.464324,-2.671299 52.464707,-2.671594 52.46495,-2.671777 52.465637,-2.672262 52.466532,-2.672474 52.466999,-2.672414 52.467256,-2.672224 52.467645,-2.67206 52.468119,-2.671677 52.468709,-2.67159 52.468995,-2.671565 52.469183,-2.671557 52.469392,-2.67149 52.471316,-2.671416 52.471776,-2.671324 52.471901,-2.66595 52.472681,-2.660402 52.474062,-2.659882 52.474374,-2.659561 52.474709,-2.65931 52.475563,-2.658941 52.47594,-2.658577 52.476381,-2.658079 52.477111,-2.657836 52.477355,-2.657427 52.477593,-2.656867 52.477774,-2.655965 52.478302,-2.654793 52.478802,-2.654654 52.478908,-2.654654 52.478981,-2.654694 52.479089,-2.654782 52.479192,-2.655027 52.479486,-2.655004 52.47956,-2.654938 52.479627,-2.654027 52.480233,-2.653956 52.480319,-2.653946 52.480418,-2.653945 52.480871,-2.653931 52.481001,-2.654039 52.481151,-2.654154 52.481362,-2.654416 52.481541,-2.655488 52.482102,-2.6572 52.48265,-2.657983 52.482759,-2.658579 52.482973,-2.659468 52.483467,-2.660192 52.483752,-2.660305 52.48386,-2.660172 52.484274,-2.660356 52.484463,-2.66082 52.484809,-2.661492 52.485233,-2.662085 52.485446,-2.663182 52.486149,-2.663801 52.486439,-2.664348 52.486759,-2.664694 52.487035,-2.66468 52.487384,-2.664281 52.487903,-2.663982 52.488083,-2.663155 52.488479,-2.66292 52.488622,-2.662471 52.488862,-2.662148 52.489067,-2.662082 52.489291,-2.661906 52.489507,-2.661228 52.489982,-2.661038 52.490173,-2.66083 52.490516,-2.660608 52.490714,-2.660279 52.490904,-2.659512 52.491287,-2.658758 52.491749,-2.658394 52.491907,-2.658183 52.492156,-2.657873 52.492419,-2.657265 52.492694,-2.65669 52.492875,-2.654943 52.493879,-2.653615 52.495131,-2.652708 52.496239,-2.652725 52.496921,-2.652703 52.497344,-2.652058 52.497889,-2.650228 52.49894,-2.649735 52.49919,-2.649032 52.499616,-2.648571 52.499895,-2.648394 52.500155,-2.648222 52.500462,-2.648087 52.500869,-2.648035 52.50124,-2.647853 52.501693,-2.647403 52.50201)",Church,"52.50208996701933","-2.647554055533488",6282.8,757,Brookes,Phone Box,"52.46088935842762","-2.6714985527425483","10"
"LINESTRING (-2.647403 52.50201,-2.647383 52.502024,-2.647115 52.502136,-2.646679 52.502277,-2.64636 52.502298,-2.645954 52.502289,-2.64554 52.502338,-2.645251 52.502475,-2.645101 52.502751,-2.645057 52.502798,-2.64487 52.502998,-2.644104 52.503423,-2.643232 52.503779,-2.642877 52.503941,-2.64158 52.504334,-2.641072 52.504443,-2.63988 52.504531,-2.639234 52.504595,-2.638986 52.50469,-2.638676 52.504928,-2.637848 52.505438,-2.636978 52.505629,-2.636613 52.505806,-2.636401 52.505957,-2.636253 52.506294,-2.636056 52.50656,-2.634753 52.507274,-2.634273 52.507431,-2.633843 52.507627,-2.633333 52.508202,-2.633212 52.508438,-2.632535 52.509775,-2.632241 52.510493,-2.631704 52.51108,-2.630975 52.511812,-2.630609 52.511946)",No Through Road,"52.511703236966234","-2.6303671881446187",1705.4,204.6,Brookes,Church,"52.50208996701933","-2.647554055533488","10"
"LINESTRING (-2.630609 52.511946,-2.630975 52.511812,-2.631704 52.51108,-2.632241 52.510493,-2.632535 52.509775,-2.631404 52.509552,-2.630518 52.509362,-2.626562 52.508385,-2.626315 52.508227,-2.626039 52.50809,-2.625138 52.507802,-2.624795 52.507548,-2.622493 52.506778,-2.622232 52.506664,-2.62156 52.506265,-2.62121 52.506103,-2.620229 52.505968,-2.618906 52.505824,-2.618091 52.505635,-2.614173 52.505007,-2.613186 52.504472,-2.611148 52.50378,-2.608702 52.502656,-2.60791 52.501438,-2.607607 52.500971,-2.607409 52.5007,-2.606856 52.499939,-2.60659 52.499756,-2.606764 52.49968,-2.607075 52.49951,-2.60788 52.498987,-2.608379 52.498719,-2.609001 52.498471,-2.60936 52.498347,-2.609736 52.498295,-2.609736 52.498295)",Ashfield Farm,"52.499292794674496","-2.6105827806114146",2734.3,328.1,Brookes,No Through Road,"52.511703236966234","-2.6303671881446187","10"
"LINESTRING (-2.609736 52.498295,-2.610111 52.498171,-2.610401 52.498034,-2.61075 52.497831,-2.611405 52.497491,-2.61148 52.497419,-2.611517 52.497263,-2.611367 52.496884,-2.611356 52.496786,-2.611758 52.496355,-2.612053 52.496166,-2.612724 52.495584,-2.613486 52.494833,-2.613872 52.494382,-2.613941 52.494324,-2.614108 52.494271,-2.614741 52.494186,-2.615014 52.494134,-2.615894 52.49367,-2.616581 52.493279,-2.617418 52.492834,-2.617922 52.492606,-2.619462 52.492069,-2.620041 52.491703,-2.62031 52.491462,-2.620621 52.491142,-2.620846 52.490828,-2.621232 52.490195,-2.621323 52.48994,-2.621419 52.488941,-2.621377 52.488294,-2.621356 52.48824,-2.621323 52.48815,-2.621248 52.487758,-2.621269 52.487471,-2.62143 52.487072,-2.621505 52.486798,-2.621502 52.48674)",Earnestry Park Farm,"52.48672810301897","-2.6219984557437264",1640.4,196.8,Brookes,Ashfield Farm,"52.499292794674496","-2.6105827806114146","10"
