organisation,mobile,route,community,stop,address,postcode,geox,geoy,day,arrival,departure,frequency,start,end,timetable
Norfolk,DER,DER301,Sedgeford/Snettis,Sedgeford Church,"Sedgeford Church, Sedgeford/Snettis",,0.5364943084829608,52.89930990785662,Wednesday,10:05,10:25,FREQ=WEEKLY;INTERVAL=4,2019-08-21,,https://www.norfolk.gov.uk/-/media/norfolk/downloads/libraries-and-local-history/mobile-library-timetables/DER-301.pdf
Norfolk,EDE,EDE408,Congham,Little Congham House,"Little Congham House, Congham",,0.5492846655415016,52.783533780526795,Thursday,10:45,10:55,FREQ=WEEKLY;INTERVAL=4,2019-08-15,,https://www.norfolk.gov.uk/-/media/norfolk/downloads/libraries-and-local-history/mobile-library-timetables/EDE-408.pdf
Norfolk,DOW,DOW503,Tottenhill,The Green,"The Green, Tottenhill",,0.4253545827991578,52.67242145528986,Friday,10:25,10:40,FREQ=WEEKLY;INTERVAL=4,2019-09-06,,https://www.norfolk.gov.uk/-/media/norfolk/downloads/libraries-and-local-history/mobile-library-timetables/DOW-503.pdf
Norfolk,DOW,DOW404,Weeting,Saxon Place/Village Hall Entrance,"Saxon Place/Village Hall Entrance, Weeting",,0.6099704229152214,52.46800214478642,Thursday,10:50,11:00,FREQ=WEEKLY;INTERVAL=4,2019-08-15,,https://www.norfolk.gov.uk/-/media/norfolk/downloads/libraries-and-local-history/mobile-library-timetables/DOW-404.pdf
Norfolk,DER,DER302,North Wootton,5 Julian Road,"5 Julian Road, North Wootton",,0.4327979902827311,52.79028774436771,Wednesday,10:30,10:45,FREQ=WEEKLY;INTERVAL=4,2019-08-28,,https://www.norfolk.gov.uk/-/media/norfolk/downloads/libraries-and-local-history/mobile-library-timetables/DER-302.pdf
Norfolk,DER,DER202,Wigg St Germans,Legge Place,"Legge Place, Wigg St Germans",,0.3652146118572728,52.70099965057306,Tuesday,10:30,10:45,FREQ=WEEKLY;INTERVAL=4,2019-08-27,,https://www.norfolk.gov.uk/-/media/norfolk/downloads/libraries-and-local-history/mobile-library-timetables/DER-202.pdf
Norfolk,NWA,NWA210,Sutton,Neville Road,"Neville Road, Sutton",,1.5304530849635858,52.76299422352039,Tuesday,11:00,11:15,FREQ=WEEKLY;INTERVAL=4,2019-08-27,,https://www.norfolk.gov.uk/-/media/norfolk/downloads/libraries-and-local-history/mobile-library-timetables/NWA-210.pdf
Norfolk,CEN2,CEN419,Easton,Marlingford Road,"Marlingford Road, Easton",,1.1559347636898072,52.652858864131964,Thursday,11:05,11:25,FREQ=WEEKLY;INTERVAL=4,2019-09-05,,https://www.norfolk.gov.uk/-/media/norfolk/downloads/libraries-and-local-history/mobile-library-timetables/CEN2-419.pdf
Norfolk,CEN2,CEN514,Bramerton,The Street Opp Barn House,"The Street Opp Barn House, Bramerton",,1.3888585179207125,52.59074678927325,Friday,11:05,11:20,FREQ=WEEKLY;INTERVAL=4,2019-08-23,,https://www.norfolk.gov.uk/-/media/norfolk/downloads/libraries-and-local-history/mobile-library-timetables/CEN2-514.pdf
Norfolk,EDE,EDE407,Swanton Morley,Primrose Square,"Primrose Square, Swanton Morley",,0.9810532901766302,52.71845393194167,Thursday,10:50,11:05,FREQ=WEEKLY;INTERVAL=4,2019-09-05,,https://www.norfolk.gov.uk/-/media/norfolk/downloads/libraries-and-local-history/mobile-library-timetables/EDE-407.pdf
Norfolk,NWA,NWA112,Sea Palling,Village Hall,"Village Hall, Sea Palling",,1.6010323322977662,52.78544302867908,Monday,15:40,16:10,FREQ=WEEKLY;INTERVAL=4,2019-08-12,,https://www.norfolk.gov.uk/-/media/norfolk/downloads/libraries-and-local-history/mobile-library-timetables/NWA-112.pdf
Norfolk,CEN1,CEN513,Denton,Village Hall (Norwich Road),"Village Hall (Norwich Road), Denton",,1.354935448768819,52.448249041746706,Friday,11:15,11:30,FREQ=WEEKLY;INTERVAL=4,2019-08-23,,https://www.norfolk.gov.uk/-/media/norfolk/downloads/libraries-and-local-history/mobile-library-timetables/CEN1-513.pdf
Norfolk,NWA,NWA212,Briston,Car Park - Old Post Road,"Car Park - Old Post Road, Briston",,1.0599578961959413,52.851491961243006,Tuesday,11:40,12:20,FREQ=WEEKLY;INTERVAL=4,2019-08-13,,https://www.norfolk.gov.uk/-/media/norfolk/downloads/libraries-and-local-history/mobile-library-timetables/NWA-212.pdf
Norfolk,NWA,NWA509,Winterton,Bush Road,"Bush Road, Winterton",,1.6958568596085075,52.70895561639077,Friday,11:25,11:40,FREQ=WEEKLY;INTERVAL=4,2019-08-23,,https://www.norfolk.gov.uk/-/media/norfolk/downloads/libraries-and-local-history/mobile-library-timetables/NWA-509.pdf
Norfolk,NWA,NWA309,Tunstead,Manor Close,"Manor Close, Tunstead",,1.4019774064941417,52.7489263275712,Wednesday,11:40,11:55,FREQ=WEEKLY;INTERVAL=4,2019-08-21,,https://www.norfolk.gov.uk/-/media/norfolk/downloads/libraries-and-local-history/mobile-library-timetables/NWA-309.pdf
Norfolk,CEN1,CEN218,Little Plumstead,Astley Road,"Astley Road, Little Plumstead",,1.41558008587145,52.64714500705817,Tuesday,12:20,12:35,FREQ=WEEKLY;INTERVAL=4,2019-09-03,,https://www.norfolk.gov.uk/-/media/norfolk/downloads/libraries-and-local-history/mobile-library-timetables/CEN1-218.pdf
Norfolk,CEN2,CEN314,North Tudenham,1 Pound Lane,"1 Pound Lane, North Tudenham",,1.0130651326805684,52.691717040133895,Wednesday,10:40,10:55,FREQ=WEEKLY;INTERVAL=4,2019-08-21,,https://www.norfolk.gov.uk/-/media/norfolk/downloads/libraries-and-local-history/mobile-library-timetables/CEN2-314.pdf
Norfolk,NWA,NWA211,Trunch,Robert Close,"Robert Close, Trunch",,1.3926817866274106,52.860312380386596,Tuesday,11:25,11:40,FREQ=WEEKLY;INTERVAL=4,2019-09-03,,https://www.norfolk.gov.uk/-/media/norfolk/downloads/libraries-and-local-history/mobile-library-timetables/NWA-211.pdf
Norfolk,NWA,NWA411,Little Barningham,The Street,"The Street, Little Barningham",,1.1759174385088287,52.854685402571555,Thursday,11:15,11:30,FREQ=WEEKLY;INTERVAL=4,2019-09-05,,https://www.norfolk.gov.uk/-/media/norfolk/downloads/libraries-and-local-history/mobile-library-timetables/NWA-411.pdf
Norfolk,CEN2,CEN517,Yaxham,The Nelson - Ex Pub,"The Nelson - Ex Pub, Yaxham",,0.9922586898615806,52.66039995880193,Friday,11:15,11:30,FREQ=WEEKLY;INTERVAL=4,2019-08-30,,https://www.norfolk.gov.uk/-/media/norfolk/downloads/libraries-and-local-history/mobile-library-timetables/CEN2-517.pdf
