WKT,destination_stop,destination_stop_latitude,destination_stop_longitude,distance,duration,mobile,origin_stop,origin_stop_latitude,origin_stop_longitude,route
"LINESTRING (-6.743216 54.411732,-6.742052 54.411624,-6.741359 54.411576,-6.741168 54.411571,-6.740949 54.411624,-6.740776 54.411709,-6.740594 54.411857,-6.740357 54.412101,-6.740029 54.41251,-6.739534 54.412896,-6.739273 54.413047,-6.739023 54.413139,-6.738897 54.41318,-6.738608 54.413236,-6.738207 54.413241,-6.737396 54.413082,-6.736503 54.412775,-6.735993 54.412637,-6.735637 54.412573,-6.733633 54.412435,-6.732485 54.412303,-6.731902 54.412207,-6.7313 54.41217,-6.730817 54.412207,-6.730453 54.412287,-6.730161 54.412425,-6.730148 54.412436,-6.730034 54.412527,-6.729742 54.412769,-6.729423 54.413072,-6.729152 54.413291,-6.728897 54.413436,-6.728474 54.413631,-6.727366 54.413995,-6.726863 54.414135,-6.726455 54.41422,-6.726141 54.414246,-6.725763 54.414224,-6.725325 54.414178,-6.724472 54.414025,-6.723029 54.413749,-6.721367 54.413351,-6.721107 54.413262,-6.720893 54.413181,-6.72061 54.413053,-6.720412 54.412965,-6.719968 54.41274,-6.719428 54.412434,-6.719057 54.412269,-6.718656 54.412125,-6.71832 54.412065,-6.717955 54.412058,-6.717905 54.412057,-6.717577 54.412087,-6.716491 54.41229,-6.716252 54.412326,-6.716032 54.41235,-6.715419 54.412388,-6.714836 54.412392,-6.714319 54.412371,-6.713794 54.412303,-6.713262 54.412137,-6.712773 54.411917,-6.711869 54.411429,-6.711199 54.411098,-6.71074 54.410903,-6.710353 54.410793,-6.710069 54.410755,-6.709829 54.410772,-6.709444 54.410846,-6.709231 54.410916,-6.70883 54.411073,-6.708334 54.411331,-6.707846 54.411611,-6.707511 54.411768,-6.707161 54.411879,-6.706178 54.412125,-6.705615 54.412272,-6.705268 54.412348,-6.705201 54.412364,-6.703716 54.412693,-6.703353 54.41279,-6.70318 54.412836,-6.702083 54.413091,-6.701668 54.413188,-6.701274 54.413275)",Main Street,"54.413102","-6.701161",3117.8,234.7,Armagh,Old Primary School Carpark,"54.411894","-6.743172",Armagh Friday 1
"LINESTRING (-6.701274 54.413275,-6.701668 54.413188,-6.702083 54.413091,-6.70318 54.412836,-6.703353 54.41279,-6.703716 54.412693,-6.705201 54.412364,-6.705268 54.412348,-6.705615 54.412272,-6.706178 54.412125,-6.707161 54.411879,-6.707511 54.411768,-6.707846 54.411611,-6.708334 54.411331,-6.70883 54.411073,-6.709231 54.410916,-6.709444 54.410846,-6.709829 54.410772,-6.710069 54.410755,-6.710353 54.410793,-6.71074 54.410903,-6.711199 54.411098,-6.711869 54.411429,-6.712773 54.411917,-6.713262 54.412137,-6.713794 54.412303,-6.714319 54.412371,-6.714836 54.412392,-6.715419 54.412388,-6.716032 54.41235,-6.716252 54.412326,-6.716491 54.41229,-6.717577 54.412087,-6.717905 54.412057,-6.717955 54.412058,-6.71832 54.412065,-6.718656 54.412125,-6.719057 54.412269,-6.719428 54.412434,-6.719968 54.41274,-6.720412 54.412965,-6.72061 54.413053,-6.720893 54.413181,-6.721107 54.413262,-6.721367 54.413351,-6.723029 54.413749,-6.724472 54.414025,-6.725325 54.414178,-6.725763 54.414224,-6.726141 54.414246,-6.726455 54.41422,-6.726863 54.414135,-6.727366 54.413995,-6.728474 54.413631,-6.728897 54.413436,-6.729152 54.413291,-6.729423 54.413072,-6.729742 54.412769,-6.730034 54.412527,-6.730148 54.412436,-6.730161 54.412425,-6.730453 54.412287,-6.730817 54.412207,-6.7313 54.41217,-6.731902 54.412207,-6.732485 54.412303,-6.733633 54.412435,-6.735637 54.412573,-6.735993 54.412637,-6.736503 54.412775,-6.737396 54.413082,-6.738207 54.413241,-6.738608 54.413236,-6.738897 54.41318,-6.739023 54.413139,-6.738717 54.412944,-6.738325 54.412561,-6.738188 54.41205,-6.738227 54.411786,-6.738432 54.411241,-6.738769 54.410645,-6.738964 54.409713,-6.739004 54.409533,-6.739027 54.409246,-6.739066 54.409099,-6.739096 54.409014,-6.739153 54.408881,-6.7392 54.408771,-6.739221 54.408705,-6.739296 54.408467,-6.73941 54.408147,-6.739613 54.407797,-6.739767 54.407745,-6.743031 54.406843,-6.74337 54.406759,-6.743956 54.406615,-6.744556 54.406488,-6.745138 54.406418,-6.747047 54.406388,-6.747578 54.406365,-6.748098 54.406368,-6.749921 54.406344,-6.750342 54.406291,-6.750535 54.406221,-6.75087 54.4061,-6.751763 54.405435,-6.752201 54.405193,-6.752712 54.405008,-6.753488 54.404697,-6.753944 54.404566,-6.754044 54.404611,-6.754323 54.40469,-6.7548 54.404705,-6.755014 54.404776,-6.755187 54.404852,-6.755295 54.404984,-6.755344 54.405011,-6.755431 54.405031,-6.755912 54.405219,-6.756224 54.405393,-6.756498 54.405475,-6.757142 54.405809,-6.757499 54.405874,-6.758322 54.405899,-6.758812 54.405936,-6.758958 54.406006,-6.759378 54.406094,-6.759839 54.406142,-6.760055 54.406245,-6.76045 54.406352,-6.760713 54.406464,-6.760798 54.406479,-6.761242 54.406484,-6.761445 54.406526,-6.761858 54.406552,-6.762109 54.406636,-6.762521 54.406699,-6.763001 54.406688,-6.763316 54.406773,-6.763612 54.406771,-6.763929 54.406866,-6.764116 54.406888,-6.764292 54.406885,-6.764458 54.406915,-6.764476 54.406912,-6.764499 54.406912,-6.764564 54.406935,-6.764652 54.407028,-6.764761 54.407158,-6.764789 54.407213,-6.764829 54.407263,-6.764866 54.407309,-6.764985 54.407444,-6.765077 54.407546,-6.765115 54.407588)",Tyrone View,"54.407523","-6.765329",5257.8,525.9,Armagh,Main Street,"54.413102","-6.701161",Armagh Friday 1
"LINESTRING (-6.765115 54.407588,-6.765077 54.407546,-6.764985 54.407444,-6.764866 54.407309,-6.764829 54.407263,-6.764789 54.407213,-6.764761 54.407158,-6.764652 54.407028,-6.764564 54.406935,-6.764499 54.406912,-6.764476 54.406912,-6.764458 54.406915,-6.764292 54.406885,-6.764116 54.406888,-6.763929 54.406866,-6.763612 54.406771,-6.763316 54.406773,-6.763001 54.406688,-6.762521 54.406699,-6.762109 54.406636,-6.761858 54.406552,-6.761445 54.406526,-6.761242 54.406484,-6.760798 54.406479,-6.760713 54.406464,-6.76045 54.406352,-6.760055 54.406245,-6.759839 54.406142,-6.759378 54.406094,-6.758958 54.406006,-6.758812 54.405936,-6.758322 54.405899,-6.757499 54.405874,-6.757142 54.405809,-6.756498 54.405475,-6.756224 54.405393,-6.755912 54.405219,-6.755431 54.405031,-6.755344 54.405011,-6.755295 54.404984,-6.755187 54.404852,-6.755014 54.404776,-6.7548 54.404705,-6.754323 54.40469,-6.754044 54.404611,-6.753944 54.404566,-6.753488 54.404697,-6.752712 54.405008,-6.752201 54.405193,-6.751763 54.405435,-6.75087 54.4061,-6.750535 54.406221,-6.750342 54.406291,-6.749921 54.406344,-6.748098 54.406368,-6.747578 54.406365,-6.747047 54.406388,-6.745138 54.406418,-6.744556 54.406488,-6.743956 54.406615,-6.74337 54.406759,-6.743031 54.406843,-6.739767 54.407745,-6.739613 54.407797,-6.73941 54.408147,-6.739296 54.408467,-6.739221 54.408705,-6.7392 54.408771,-6.739153 54.408881,-6.739096 54.409014,-6.739066 54.409099,-6.739027 54.409246,-6.739004 54.409533,-6.738964 54.409713,-6.738769 54.410645,-6.738432 54.411241,-6.738227 54.411786,-6.738188 54.41205,-6.738325 54.412561,-6.738717 54.412944,-6.739023 54.413139,-6.738897 54.41318,-6.738608 54.413236,-6.738207 54.413241,-6.737396 54.413082,-6.736503 54.412775,-6.735993 54.412637,-6.735637 54.412573,-6.733633 54.412435,-6.732485 54.412303,-6.731902 54.412207,-6.7313 54.41217,-6.730817 54.412207,-6.730453 54.412287,-6.730161 54.412425,-6.730148 54.412436,-6.730034 54.412527,-6.729742 54.412769,-6.729423 54.413072,-6.729152 54.413291,-6.728897 54.413436,-6.728474 54.413631,-6.727366 54.413995,-6.726863 54.414135,-6.726455 54.41422,-6.726141 54.414246,-6.725763 54.414224,-6.725325 54.414178,-6.724472 54.414025,-6.723029 54.413749,-6.721367 54.413351,-6.721107 54.413262,-6.720893 54.413181,-6.72061 54.413053,-6.720412 54.412965,-6.719968 54.41274,-6.719428 54.412434,-6.719057 54.412269,-6.718656 54.412125,-6.71832 54.412065,-6.717955 54.412058,-6.717905 54.412057,-6.717577 54.412087,-6.716491 54.41229,-6.716252 54.412326,-6.716032 54.41235,-6.715419 54.412388,-6.714836 54.412392,-6.714319 54.412371,-6.713794 54.412303,-6.713262 54.412137,-6.712773 54.411917,-6.711869 54.411429,-6.711199 54.411098,-6.71074 54.410903,-6.710353 54.410793,-6.710069 54.410755,-6.709829 54.410772,-6.709444 54.410846,-6.709231 54.410916,-6.70883 54.411073,-6.708334 54.411331,-6.707846 54.411611,-6.707511 54.411768,-6.707161 54.411879,-6.706178 54.412125,-6.705615 54.412272,-6.705268 54.412348,-6.705201 54.412364,-6.703716 54.412693,-6.703353 54.41279,-6.70318 54.412836,-6.702083 54.413091,-6.701668 54.413188,-6.701274 54.413275)","McCartan’s Crossroads,  Milltown Rd","54.413102","-6.701161",5257.8,525.9,Armagh,Tyrone View,"54.407523","-6.765329",Armagh Friday 1
"LINESTRING (-6.701274 54.413275,-6.701668 54.413188,-6.702083 54.413091,-6.70318 54.412836,-6.703353 54.41279,-6.703716 54.412693,-6.703697 54.41257,-6.703724 54.412363,-6.703834 54.412082,-6.703843 54.411811,-6.703806 54.411573,-6.703679 54.41134,-6.70336 54.410709,-6.703296 54.410385,-6.703242 54.409977,-6.703233 54.409701,-6.703305 54.409091,-6.703251 54.408874,-6.703105 54.408593,-6.702914 54.408317,-6.702631 54.408063,-6.702558 54.407999,-6.70265 54.407962,-6.703628 54.407579,-6.703897 54.407466,-6.70408 54.40739,-6.704598 54.407084,-6.704999 54.406894,-6.705641 54.406669,-6.706929 54.406425,-6.707714 54.4061,-6.708539 54.40572,-6.708961 54.405508,-6.709291 54.405146,-6.709511 54.4047,-6.709545 54.40407,-6.709621 54.403805,-6.709832 54.403559,-6.70996 54.403479,-6.710564 54.403237,-6.711917 54.402775,-6.713339 54.40219,-6.713788 54.40195,-6.714255 54.401605,-6.714447 54.401415,-6.714761 54.400807,-6.714807 54.400649,-6.714815 54.400497,-6.714804 54.400053,-6.714795 54.399934,-6.714808 54.399359,-6.714776 54.398779,-6.714792 54.398577,-6.71485 54.398378,-6.715025 54.398112,-6.715466 54.397831,-6.715772 54.397683,-6.715944 54.397552,-6.716077 54.397388,-6.716148 54.397293,-6.716294 54.397176,-6.716505 54.397064,-6.716688 54.396974,-6.716975 54.396887,-6.717908 54.396489,-6.718282 54.396297,-6.718616 54.39594,-6.718855 54.395372,-6.719056 54.394886,-6.719109 54.394776,-6.71914 54.394711,-6.719328 54.394323,-6.719634 54.393728,-6.719962 54.393156,-6.72011 54.392912,-6.720231 54.392785,-6.720496 54.392594,-6.721041 54.391948,-6.721161 54.391565,-6.72126 54.391109,-6.721435 54.390803,-6.72191 54.390417,-6.722414 54.390144,-6.723213 54.389923,-6.72354 54.389863,-6.724362 54.389825,-6.72447 54.38982,-6.725909 54.389711,-6.727437 54.389648,-6.728143 54.389668,-6.728957 54.389832,-6.729416 54.389901,-6.730006 54.389903,-6.730807 54.38975,-6.731855 54.389668,-6.732903 54.389655,-6.73396 54.389635,-6.734793 54.389623,-6.735262 54.389591,-6.736067 54.389565,-6.736627 54.389547,-6.737382 54.389533,-6.738183 54.389498,-6.738703 54.389456,-6.738954 54.389437,-6.739067 54.389891,-6.739134 54.390457,-6.739128 54.390841,-6.738847 54.390841,-6.738739 54.39091,-6.738782 54.39116,-6.738664 54.391191,-6.737631 54.391072,-6.737598 54.390691,-6.737624 54.390541,-6.738104 54.390568)",​Edenderry Drive,"54.390737","-6.738076",4711.2,578.2,Armagh,"McCartan’s Crossroads,  Milltown Rd","54.413102","-6.701161",Armagh Friday 1
"LINESTRING (-6.679929 54.22267,-6.680202 54.223341,-6.680086 54.223804,-6.680121 54.224427,-6.680052 54.224842,-6.679809 54.225292,-6.679498 54.225777,-6.679359 54.226712,-6.679359 54.227231,-6.679429 54.227785,-6.679152 54.228235,-6.678252 54.229273,-6.677525 54.229931,-6.677219 54.230107,-6.677046 54.230414,-6.676918 54.23011,-6.67669 54.229468,-6.676325 54.228818,-6.675823 54.22815,-6.675119 54.227307,-6.67459 54.226592,-6.674228 54.226017,-6.673527 54.224733,-6.673285 54.224491,-6.673153 54.224399,-6.672979 54.224311,-6.672785 54.224243,-6.672352 54.224133,-6.672129 54.224101,-6.671903 54.224089,-6.671672 54.224098,-6.670671 54.224228,-6.669229 54.224378,-6.668163 54.224535,-6.667933 54.224581,-6.667723 54.224651,-6.667537 54.224737,-6.667377 54.224838,-6.667016 54.225223,-6.666871 54.225323,-6.666705 54.225396,-6.666526 54.225434,-6.666341 54.225429,-6.666159 54.225392,-6.665408 54.225133,-6.664449 54.224898,-6.664226 54.224821,-6.664038 54.224729,-6.66395 54.224667,-6.663874 54.224614,-6.663742 54.224493,-6.663527 54.22424,-6.66301 54.223519,-6.662586 54.223053,-6.661458 54.22195,-6.66093 54.2215,-6.660564 54.22124,-6.659923 54.220885,-6.659188 54.220554,-6.65699 54.219771,-6.656163 54.21949,-6.655019 54.219133,-6.653495 54.218631,-6.65303 54.218461,-6.651537 54.218028,-6.644184 54.215727,-6.642512 54.215252,-6.642283 54.215196,-6.642236 54.215184,-6.641666 54.215094,-6.64137 54.215066,-6.638699 54.214938,-6.63782 54.214835,-6.636686 54.21458,-6.636239 54.214465,-6.634649 54.214,-6.633652 54.213647,-6.631975 54.212993,-6.631668 54.212896,-6.631131 54.21277,-6.630611 54.212697,-6.630328 54.212687,-6.629882 54.212667,-6.627596 54.212635,-6.626603 54.212557,-6.625649 54.212442,-6.624278 54.212306,-6.623674 54.212261,-6.623597 54.212255,-6.622307 54.212154,-6.622035 54.212152,-6.621651 54.212184,-6.621388 54.212227,-6.621118 54.212293,-6.620229 54.21258,-6.619967 54.212641,-6.61951 54.212719,-6.619338 54.212723,-6.619142 54.212701,-6.618815 54.212613,-6.61858 54.212509,-6.617741 54.212033,-6.617543 54.211975,-6.617321 54.211934,-6.617087 54.211929,-6.61689 54.211967,-6.61674 54.212004,-6.616603 54.212055,-6.616303 54.212283,-6.616055 54.212547,-6.615609 54.213364,-6.615569 54.213418,-6.615504 54.213506,-6.615296 54.213697,-6.615029 54.213931,-6.614451 54.214448,-6.613975 54.214861,-6.613792 54.214987,-6.613338 54.215245,-6.613111 54.215335,-6.612843 54.215409,-6.612593 54.215455,-6.612277 54.215482,-6.611957 54.215472,-6.611695 54.215434,-6.61138 54.215367,-6.611116 54.215276,-6.610837 54.215148,-6.606541 54.21291,-6.60599 54.212584,-6.605733 54.212375,-6.605424 54.211998,-6.604748 54.210999,-6.604581 54.210795,-6.604376 54.21058,-6.60401 54.210296,-6.603663 54.210093,-6.603258 54.209897,-6.602817 54.209731,-6.601858 54.209411,-6.601152 54.209127,-6.600295 54.208654,-6.59971 54.208249,-6.599198 54.207805,-6.597106 54.205641,-6.595932 54.204463,-6.595565 54.204138,-6.595416 54.203978,-6.595039 54.203668,-6.5948 54.203486,-6.594625 54.203372,-6.594215 54.203109,-6.593786 54.202873,-6.592327 54.202184,-6.591651 54.201796,-6.591035 54.201361,-6.590683 54.201039,-6.590367 54.200709,-6.590178 54.200446,-6.589946 54.200144,-6.589659 54.199833,-6.589424 54.199644,-6.588442 54.199064,-6.5873 54.198435,-6.586778 54.198237,-6.586526 54.198194,-6.586157 54.198161,-6.585927 54.198158,-6.585769 54.19816,-6.585529 54.198152,-6.585248 54.198085,-6.585167 54.198,-6.584581 54.197452,-6.58376 54.196621,-6.583667 54.196532,-6.583497 54.196411,-6.583318 54.196313,-6.58307 54.196247,-6.582844 54.196224,-6.582489 54.196231,-6.581831 54.196271,-6.581531 54.196273,-6.581039 54.196246,-6.580665 54.196184,-6.579919 54.195988,-6.579573 54.195872,-6.579235 54.19573,-6.57893 54.195558,-6.578031 54.19495,-6.577581 54.194622,-6.577101 54.194272,-6.577043 54.194223,-6.576618 54.193895,-6.576473 54.193743,-6.576409 54.193652,-6.576344 54.193565,-6.576302 54.193474,-6.576273 54.193302,-6.576266 54.193208,-6.576291 54.192813,-6.576313 54.192691,-6.576334 54.192093,-6.576317 54.191462,-6.57632 54.191042,-6.576321 54.190924,-6.576327 54.190783,-6.576334 54.190611,-6.576329 54.190482,-6.576279 54.190241,-6.575965 54.189216,-6.575467 54.187924,-6.575381 54.187089,-6.575369 54.186661,-6.575368 54.186615,-6.575366 54.186179,-6.575373 54.186023,-6.575408 54.185699,-6.575629 54.184742,-6.576033 54.183434,-6.576106 54.183016,-6.576102 54.182595,-6.576067 54.182365,-6.576029 54.182225,-6.575988 54.18207,-6.57589 54.1817,-6.575861 54.181524,-6.575823 54.181309,-6.575828 54.181108,-6.575951 54.180683,-6.575991 54.180582,-6.576036 54.180471,-6.57632 54.179823,-6.576468 54.179523,-6.57661 54.179316,-6.576887 54.179028,-6.577193 54.17877,-6.578024 54.17817,-6.578133 54.178076,-6.578255 54.177971,-6.578442 54.177769,-6.578681 54.177372,-6.57895 54.176727,-6.579134 54.176054,-6.579177 54.1756,-6.579099 54.173803,-6.579136 54.173174,-6.57926 54.172564,-6.579522 54.17179,-6.579574 54.171429,-6.579541 54.170902,-6.579398 54.17015,-6.579351 54.170029,-6.579293 54.169878,-6.579592 54.169797,-6.579876 54.169634,-6.579985 54.169551,-6.58019 54.169362,-6.580376 54.169123,-6.58059 54.168735,-6.581151 54.167586,-6.58121 54.167466,-6.582461 54.165153,-6.582945 54.164204,-6.583315 54.163546,-6.583473 54.163339,-6.583584 54.163196,-6.586073 54.160444,-6.587364 54.158488,-6.587482 54.158233,-6.587611 54.157915,-6.587776 54.1575,-6.588066 54.157057,-6.588623 54.156334,-6.589765 54.154662,-6.590728 54.153504,-6.591475 54.153103,-6.591888 54.152911,-6.59309 54.152309,-6.594141 54.151463,-6.594566 54.151092,-6.594906 54.150749,-6.595574 54.150028,-6.596327 54.149205,-6.59712 54.148391,-6.597405 54.148104,-6.597463 54.148045,-6.597851 54.147734,-6.598606 54.147211,-6.599273 54.146723,-6.599689 54.146333,-6.600095 54.145891,-6.60017 54.14581,-6.600832 54.145097,-6.601159 54.144721,-6.601259 54.144562,-6.60132 54.144387,-6.601364 54.143634,-6.601531 54.142263,-6.601655 54.140923,-6.601693 54.139855,-6.601652 54.139698,-6.601612 54.139635,-6.601476 54.139455,-6.601132 54.139188,-6.599789 54.138375,-6.599222 54.137987,-6.598984 54.137823,-6.598383 54.137355,-6.597867 54.13699,-6.597515 54.136742,-6.596074 54.135762,-6.59579 54.135573,-6.595071 54.135092,-6.593982 54.134344,-6.593426 54.133941,-6.593278 54.133797,-6.592982 54.133553,-6.592625 54.133102,-6.592503 54.132964,-6.592248 54.132675,-6.592067 54.132494,-6.591825 54.132302,-6.59178 54.132269,-6.59148 54.132056,-6.591134 54.131809,-6.589111 54.130394,-6.588718 54.130153,-6.588196 54.130394,-6.588185 54.1304,-6.588118 54.13043,-6.58791 54.130525,-6.587701 54.13064,-6.587663 54.130663,-6.586909 54.131127,-6.586655 54.131266,-6.58635 54.131424,-6.586228 54.13135,-6.585909 54.130975,-6.585861 54.13092,-6.585514 54.130507,-6.585481 54.130474,-6.585984 54.130363,-6.586297 54.130294,-6.586693 54.130207,-6.586787 54.130177,-6.58687 54.130221,-6.58695 54.130269,-6.587075 54.130443,-6.58671 54.130538)",St Patrick’s Park,"54.130449","-6.586642",18200.2,1373.1,Armagh,Moss Row Darkley​,"54.222541","-6.680857",Armagh Monday 1
"LINESTRING (-6.58671 54.130538,-6.587075 54.130443,-6.58695 54.130269,-6.58687 54.130221,-6.586787 54.130177,-6.586693 54.130207,-6.586297 54.130294,-6.585984 54.130363,-6.585481 54.130474,-6.585514 54.130507,-6.585861 54.13092,-6.585909 54.130975,-6.586228 54.13135,-6.58635 54.131424,-6.586655 54.131266,-6.586909 54.131127,-6.587663 54.130663,-6.587701 54.13064,-6.58791 54.130525,-6.588118 54.13043,-6.588185 54.1304,-6.588196 54.130394,-6.588718 54.130153,-6.589111 54.130394,-6.591134 54.131809,-6.59148 54.132056,-6.59178 54.132269,-6.591825 54.132302,-6.592067 54.132494,-6.592248 54.132675,-6.592503 54.132964,-6.592625 54.133102,-6.592982 54.133553,-6.593278 54.133797,-6.593426 54.133941,-6.593982 54.134344,-6.595071 54.135092,-6.59579 54.135573,-6.596074 54.135762,-6.597515 54.136742,-6.597867 54.13699,-6.598383 54.137355,-6.598984 54.137823,-6.599222 54.137987,-6.599789 54.138375,-6.601132 54.139188,-6.601476 54.139455,-6.601612 54.139635,-6.601652 54.139698,-6.601693 54.139855,-6.601655 54.140923,-6.601531 54.142263,-6.601364 54.143634,-6.60132 54.144387,-6.601259 54.144562,-6.601159 54.144721,-6.600832 54.145097,-6.60017 54.14581,-6.600095 54.145891,-6.599689 54.146333,-6.599273 54.146723,-6.598606 54.147211,-6.597851 54.147734,-6.597463 54.148045,-6.597405 54.148104,-6.59712 54.148391,-6.596327 54.149205,-6.595574 54.150028,-6.594906 54.150749,-6.594566 54.151092,-6.594141 54.151463,-6.59309 54.152309,-6.591888 54.152911,-6.591475 54.153103,-6.590728 54.153504,-6.589765 54.154662,-6.588623 54.156334,-6.588066 54.157057,-6.587776 54.1575,-6.587611 54.157915,-6.587482 54.158233,-6.587364 54.158488,-6.586073 54.160444,-6.583584 54.163196,-6.583473 54.163339,-6.583315 54.163546,-6.582945 54.164204,-6.582461 54.165153,-6.58121 54.167466,-6.581151 54.167586,-6.58059 54.168735,-6.580376 54.169123,-6.58019 54.169362,-6.579985 54.169551,-6.579876 54.169634,-6.579592 54.169797,-6.579293 54.169878,-6.579351 54.170029,-6.579398 54.17015,-6.579541 54.170902,-6.579574 54.171429,-6.579522 54.17179,-6.57926 54.172564,-6.579136 54.173174,-6.579099 54.173803,-6.579177 54.1756,-6.579134 54.176054,-6.57895 54.176727,-6.578681 54.177372,-6.578442 54.177769,-6.578255 54.177971,-6.578133 54.178076,-6.578024 54.17817,-6.577193 54.17877,-6.576887 54.179028,-6.57661 54.179316,-6.576468 54.179523,-6.57632 54.179823,-6.576036 54.180471,-6.575991 54.180582,-6.575951 54.180683,-6.575828 54.181108,-6.575823 54.181309,-6.575861 54.181524,-6.57589 54.1817,-6.575988 54.18207,-6.576029 54.182225,-6.576067 54.182365,-6.576102 54.182595,-6.576106 54.183016,-6.576033 54.183434,-6.575629 54.184742,-6.575408 54.185699,-6.575373 54.186023,-6.575366 54.186179,-6.575368 54.186615,-6.575369 54.186661,-6.575381 54.187089,-6.575467 54.187924,-6.575965 54.189216,-6.576279 54.190241,-6.576329 54.190482,-6.576334 54.190611,-6.576327 54.190783,-6.576321 54.190924,-6.575946 54.190962,-6.575686 54.191009,-6.575218 54.191139,-6.574851 54.191246,-6.574642 54.191325,-6.574156 54.19153,-6.57403 54.191581,-6.573832 54.191589,-6.572877 54.191618,-6.572513 54.191617,-6.57174 54.191562,-6.571146 54.19146,-6.570307 54.191249,-6.570087 54.191191,-6.569912 54.191147,-6.568847 54.190844,-6.568219 54.190694,-6.566988 54.190467,-6.56644 54.190388,-6.565709 54.190295,-6.564969 54.19021,-6.564955 54.190242,-6.564886 54.190479,-6.564989 54.190835,-6.565303 54.191316,-6.565415 54.191564,-6.565436 54.191893,-6.565387 54.1922,-6.565292 54.192537,-6.565033 54.193256,-6.564831 54.194295,-6.564521 54.194928,-6.564369 54.195111,-6.56433 54.195135,-6.563937 54.195379,-6.562888 54.195984,-6.562077 54.196359,-6.561936 54.196442,-6.561774 54.196582,-6.561677 54.196724,-6.561258 54.197664,-6.560639 54.198727,-6.559675 54.199636,-6.55844 54.200754,-6.55834 54.200846,-6.558313 54.200871,-6.556003 54.202912,-6.555683 54.203153,-6.555417 54.203294,-6.554935 54.20359,-6.554539 54.203822,-6.553219 54.20447,-6.551251 54.205395,-6.550512 54.205798,-6.549834 54.206283,-6.549074 54.206788,-6.547898 54.207615,-6.547309 54.20819,-6.546371 54.20916,-6.546053 54.209442,-6.542381 54.211583,-6.539514 54.213202,-6.539345 54.213331,-6.539209 54.213467,-6.538857 54.213951,-6.538572 54.214221,-6.538489 54.214301,-6.538009 54.2146,-6.537196 54.215233,-6.536945 54.215351,-6.536711 54.215435,-6.536409 54.215489,-6.536125 54.21553,-6.53487 54.21571,-6.533349 54.215937,-6.532682 54.215997,-6.53201 54.216037,-6.53067 54.216161,-6.529407 54.216266,-6.528159 54.216369,-6.52732 54.216428,-6.526489 54.216522,-6.525758 54.216691,-6.525353 54.216816,-6.524971 54.216934,-6.524193 54.217194,-6.523461 54.217466,-6.522676 54.21771,-6.52198 54.217845,-6.521371 54.217967,-6.520886 54.218138,-6.52008 54.218392,-6.519274 54.218604,-6.518589 54.218784,-6.517993 54.218909,-6.515772 54.219251,-6.515211 54.219328,-6.514691 54.219374,-6.51347 54.219374,-6.512178 54.219257,-6.510596 54.219038,-6.509271 54.21889,-6.509105 54.218871,-6.508302 54.218841,-6.507551 54.218868,-6.504506 54.219068,-6.503537 54.21916,-6.501902 54.219432,-6.500166 54.219722,-6.49988 54.219766,-6.49915 54.219902,-6.49842 54.220067,-6.497881 54.220238,-6.496996 54.220475,-6.496569 54.220641,-6.495552 54.220914,-6.493859 54.221282,-6.49381 54.2213,-6.493154 54.221536,-6.492208 54.221959,-6.491891 54.222065,-6.490482 54.222404,-6.48966 54.222596,-6.488838 54.222777,-6.488574 54.222807,-6.48833 54.222807,-6.487878 54.222754,-6.487291 54.222689,-6.487234 54.222691,-6.487399 54.223059,-6.487454 54.223311,-6.487408 54.223436,-6.487307 54.223559,-6.487167 54.223679,-6.48666 54.224042,-6.486522 54.224182,-6.486412 54.224334,-6.48635 54.2245,-6.486344 54.224643,-6.486343 54.224666,-6.486354 54.224762,-6.486353 54.22483,-6.486355 54.224931,-6.486357 54.225004,-6.486288 54.225473,-6.486286 54.225761,-6.486325 54.225898,-6.486539 54.226329,-6.486587 54.226657,-6.486573 54.226816,-6.486478 54.22713,-6.486249 54.227622,-6.486142 54.227925,-6.486105 54.228071,-6.486102 54.228217,-6.486124 54.228329,-6.485907 54.228466,-6.484673 54.230073,-6.48435 54.230968,-6.484153 54.231265,-6.48391 54.231477,-6.482932 54.232047,-6.481979 54.232873,-6.480587 54.233902,-6.477964 54.236315,-6.477877 54.23676,-6.477451 54.237229,-6.477302 54.237896,-6.476774 54.239154,-6.476024 54.239912,-6.472753 54.241303,-6.472591 54.241568,-6.472511 54.241689,-6.471086 54.244584,-6.470379 54.245324,-6.469113 54.24607,-6.468869 54.24643,-6.468784 54.246781,-6.468488 54.247053,-6.46877 54.24729,-6.469621 54.247763,-6.470979 54.248591,-6.472119 54.250192,-6.472836 54.25106,-6.473375 54.251568,-6.474586 54.252299,-6.47481 54.252435,-6.475245 54.252717,-6.475445 54.252847,-6.475916 54.253153,-6.475976 54.253226,-6.476551 54.253941,-6.476843 54.254947,-6.477112 54.255964,-6.477208 54.256553,-6.477561 54.258745,-6.47789 54.259851,-6.478058 54.260543,-6.478278 54.261132,-6.478907 54.261975,-6.479692 54.262868,-6.478629 54.265124,-6.477663 54.266916,-6.476763 54.268044,-6.47629 54.268933,-6.475562 54.270024,-6.475218 54.270261,-6.472279 54.272104,-6.470153 54.273256,-6.468803 54.273674,-6.468518 54.273354,-6.468296 54.273105,-6.468718 54.272977)",Loughgilly (A28/B133)​​,"54.273096","-6.468824",22268.5,1710.3,Armagh,St Patrick’s Park,"54.130449","-6.586642",Armagh Monday 1
