organisation,mobile,route,community,stop,address,postcode,geox,geoy,day,type,arrival,departure,frequency,start,end,exceptions,timetable
Birmingham,Mobile,Saturday 2,Hodge Hill,Teesdale Avenue,"Teesdale Avenue, Hodge Hill",,-1.795387,52.498380,Saturday,Public,11:15,11:45,FREQ=WEEKLY;INTERVAL=4,2020-04-04,,,https://www.birmingham.gov.uk/info/50163/library_services/1479/mobile_library_service/3
Birmingham,Mobile,Saturday 2,Hodge Hill,Hodge Hill Road,"Hodge Hill Road, Hodge Hill",,-1.798690,52.495841,Saturday,Public,14:00,15:00,FREQ=WEEKLY;INTERVAL=4,2020-04-04,,,https://www.birmingham.gov.uk/info/50163/library_services/1479/mobile_library_service/3
Birmingham,Mobile,Saturday 2,Hodge Hill,Eastbourne Avenue,"Eastbourne Avenue, Hodge Hill",,-1.809507,52.495414,Saturday,Public,15:15,16:15,FREQ=WEEKLY;INTERVAL=4,2020-04-04,,,https://www.birmingham.gov.uk/info/50163/library_services/1479/mobile_library_service/3
Birmingham,Mobile,Thursday,Edgbaston,Clark Street,"Clark Street, Edgbaston",,-1.931900,52.477750,Thursday,Public,09:50,10:20,FREQ=WEEKLY;INTERVAL=1,2020-03-19,,,https://www.birmingham.gov.uk/info/50163/library_services/1479/mobile_library_service/3
Birmingham,Mobile,Thursday,Edgbaston,Selwyn Road,"Selwyn Road, Edgbaston",,-1.944626,52.483154,Thursday,Public,10:35,10:50,FREQ=WEEKLY;INTERVAL=1,2020-03-19,,,https://www.birmingham.gov.uk/info/50163/library_services/1479/mobile_library_service/3
Birmingham,Mobile,Thursday,Edgbaston,George Dixon Road,"George Dixon Road, Edgbaston",,-1.958008,52.479113,Thursday,Public,13:30,13:55,FREQ=WEEKLY;INTERVAL=1,2020-03-19,,,https://www.birmingham.gov.uk/info/50163/library_services/1479/mobile_library_service/3
Birmingham,Mobile,Thursday,Edgbaston,Gillott Road,"Gillott Road, Edgbaston",,-1.944264,52.480415,Thursday,Public,14:05,14:50,FREQ=WEEKLY;INTERVAL=1,2020-03-19,,,https://www.birmingham.gov.uk/info/50163/library_services/1479/mobile_library_service/3
Birmingham,Mobile,Thursday,Winson Green,Cavendish Road/Ashbourne Road,"Cavendish Road/Ashbourne Road, Winson Green",,-1.944678,52.485585,Thursday,Public,11:00,12:05,FREQ=WEEKLY;INTERVAL=1,2020-03-19,,,https://www.birmingham.gov.uk/info/50163/library_services/1479/mobile_library_service/3
Birmingham,Mobile,Thursday,Winston Green,Cuthbert Road,"Cuthbert Road, Winston Green",,-1.940383,52.488525,Thursday,Public,15:00,16:00,FREQ=WEEKLY;INTERVAL=1,2020-03-19,,,https://www.birmingham.gov.uk/info/50163/library_services/1479/mobile_library_service/3
Birmingham,Mobile,Tuesday,Banners Gate,Coppice View Road,"Coppice View Road, Banners Gate",,-1.876610,52.559015,Tuesday,Public,10:00,12:00,FREQ=WEEKLY;INTERVAL=1,2020-03-16,,,https://www.birmingham.gov.uk/info/50163/library_services/1479/mobile_library_service/3
Birmingham,Mobile,Tuesday,Bordesley Green,Pretoria Road,"Pretoria Road, Bordesley Green",,-1.848347,52.481116,Tuesday,Public,14:00,14:45,FREQ=WEEKLY;INTERVAL=1,2020-03-16,,,https://www.birmingham.gov.uk/info/50163/library_services/1479/mobile_library_service/3
Birmingham,Mobile,Tuesday,Saltley,St Saviours Road,"St Saviours Road, Saltley",,-1.857164,52.486723,Tuesday,Public,15:00,16:15,FREQ=WEEKLY;INTERVAL=1,2020-03-16,,,https://www.birmingham.gov.uk/info/50163/library_services/1479/mobile_library_service/3
Birmingham,Mobile,Wednesday,Hall Green,Baldwins Lane,"Baldwins Lane, Hall Green",,-1.842752,52.414446,Wednesday,Public,14:00,14:30,FREQ=WEEKLY;INTERVAL=2,2020-03-25,,,https://www.birmingham.gov.uk/info/50163/library_services/1479/mobile_library_service/3
Birmingham,Mobile,Wednesday,Hall Green,Pitmaston Road,"Pitmaston Road, Hall Green",,-1.831929,52.426375,Wednesday,Public,15:00,16:00,FREQ=WEEKLY;INTERVAL=2,2020-03-25,,,https://www.birmingham.gov.uk/info/50163/library_services/1479/mobile_library_service/3
Birmingham,Mobile,Wednesday,Pineapple,Dads Lane,"Dads Lane, Pineapple",,-1.907605,52.436654,Wednesday,Public,13:00,13:30,FREQ=WEEKLY;INTERVAL=2,2020-03-25,,,https://www.birmingham.gov.uk/info/50163/library_services/1479/mobile_library_service/3
