organisation,mobile,route,community,stop,address,postcode,geox,geoy,day,type,arrival,departure,frequency,start,end,exceptions,timetable
North Yorkshire,Supermobile,Friday,Sheriff Hutton,Village Hall,"Village Hall, Sheriff Hutton",,-1.009158,54.087411,Friday,Public,10:00,12:00,FREQ=WEEKLY;INTERVAL=2,2020-01-17,,,https://www.northyorks.gov.uk/supermobile-library
North Yorkshire,Supermobile,Friday,Slingsby,The Green,"The Green, Slingsby",,-0.933045,54.165017,Friday,Public,14:00,16:00,FREQ=WEEKLY;INTERVAL=2,2020-01-17,,,https://www.northyorks.gov.uk/supermobile-library
North Yorkshire,Supermobile,Monday,Hovingham,Hall Green,"Hall Green, Hovingham",,-0.979590,54.172378,Monday,Public,17:00,19:00,FREQ=WEEKLY;INTERVAL=2,2020-01-06,,,https://www.northyorks.gov.uk/supermobile-library
North Yorkshire,Supermobile,Monday,Robin Hoods Bay,Station Road Coach and Car Park,"Station Road Coach and Car Park, Robin Hoods Bay",,-0.536960,54.435823,Monday,Public,10:00,12:00,FREQ=WEEKLY;INTERVAL=2,2020-01-13,,,https://www.northyorks.gov.uk/supermobile-library
North Yorkshire,Supermobile,Monday,Rosedale,Telephone kiosk,"Telephone kiosk, Rosedale",,-0.887359,54.353577,Monday,Public,17:00,19:00,FREQ=WEEKLY;INTERVAL=2,2020-01-13,,,https://www.northyorks.gov.uk/supermobile-library
North Yorkshire,Supermobile,Monday,Sherburn,Village Hall,"Village Hall, Sherburn",,-0.530053,54.181773,Monday,Public,14:00,16:00,FREQ=WEEKLY;INTERVAL=2,2020-01-06,,,https://www.northyorks.gov.uk/supermobile-library
North Yorkshire,Supermobile,Monday,Sleights,Coach park,"Coach park, Sleights",,-0.663082,54.460489,Monday,Public,13:30,15:30,FREQ=WEEKLY;INTERVAL=2,2020-01-13,,,https://www.northyorks.gov.uk/supermobile-library
North Yorkshire,Supermobile,Monday,Weaverthorpe,Opposite Village Hall,"Opposite Village Hall, Weaverthorpe",,-0.529451,54.124083,Monday,Public,10:30,12:30,FREQ=WEEKLY;INTERVAL=2,2020-01-06,,,https://www.northyorks.gov.uk/supermobile-library
North Yorkshire,Supermobile,Saturday,Hunmanby,White Swan,"White Swan, Hunmanby",,-0.323404,54.180957,Saturday,Public,10:00,12:00,FREQ=WEEKLY;INTERVAL=2,2020-01-11,,,https://www.northyorks.gov.uk/supermobile-library
North Yorkshire,Supermobile,Thursday,Castleton,Ashfield Road/Church Street,"Ashfield Road/Church Street, Castleton",,-0.937803,54.462948,Thursday,Public,14:00,16:00,FREQ=WEEKLY;INTERVAL=2,2020-01-09,,,https://www.northyorks.gov.uk/supermobile-library
North Yorkshire,Supermobile,Thursday,Cowling,Methodist Church Hall,"Methodist Church Hall, Cowling",,-2.039758,53.884717,Thursday,Public,15:00,17:00,FREQ=WEEKLY;INTERVAL=2,2020-01-16,,,https://www.northyorks.gov.uk/supermobile-library
North Yorkshire,Supermobile,Thursday,Danby,Village Hall,"Village Hall, Danby",,-0.908934,54.468003,Thursday,Public,10:30,12:30,FREQ=WEEKLY;INTERVAL=2,2020-01-09,,,https://www.northyorks.gov.uk/supermobile-library
North Yorkshire,Supermobile,Thursday,Osmotherley,Oswaldene estate,"Oswaldene estate, Osmotherley",,-1.303647,54.368740,Thursday,Public,10:00,12:00,FREQ=WEEKLY;INTERVAL=2,2020-01-16,,,https://www.northyorks.gov.uk/supermobile-library
North Yorkshire,Supermobile,Thursday,Staithes,Car and coach park,"Car and coach park, Staithes",,-0.792846,54.556025,Thursday,Public,17:00,19:00,FREQ=WEEKLY;INTERVAL=2,2020-01-09,,,https://www.northyorks.gov.uk/supermobile-library
North Yorkshire,Supermobile,Tuesday,Balne,Thorntree Lane Crossroads,"Thorntree Lane Crossroads, Balne",,-1.113070,53.664863,Tuesday,Public,10:30,12:30,FREQ=WEEKLY;INTERVAL=2,2020-01-07,,,https://www.northyorks.gov.uk/supermobile-library
North Yorkshire,Supermobile,Tuesday,Brotherton,United Reformed Church,"United Reformed Church, Brotherton",,-1.270365,53.728006,Tuesday,Public,14:00,16:00,FREQ=WEEKLY;INTERVAL=2,2020-01-07,,,https://www.northyorks.gov.uk/supermobile-library
North Yorkshire,Supermobile,Tuesday,Eggborough,Horse and Jockey,"Horse and Jockey, Eggborough",,-1.149200,53.705505,Tuesday,Public,10:30,12:30,FREQ=WEEKLY;INTERVAL=2,2020-01-14,,,https://www.northyorks.gov.uk/supermobile-library
North Yorkshire,Supermobile,Tuesday,Kirk Smeaton,Shoulder of Mutton,"Shoulder of Mutton, Kirk Smeaton",,-1.215872,53.643745,Tuesday,Public,14:00,16:00,FREQ=WEEKLY;INTERVAL=2,2020-01-14,,,https://www.northyorks.gov.uk/supermobile-library
North Yorkshire,Supermobile,Wednesday,Buckden,National Parks coach and car park,"National Parks coach and car park, Buckden",,-2.089754,54.192196,Wednesday,Public,10:30,12:30,FREQ=WEEKLY;INTERVAL=2,2020-01-08,,,https://www.northyorks.gov.uk/supermobile-library
North Yorkshire,Supermobile,Wednesday,Kettlewell,National Parks coach and car park,"National Parks coach and car park, Kettlewell",,-2.050708,54.146445,Wednesday,Public,14:00,16:00,FREQ=WEEKLY;INTERVAL=2,2020-01-08,,,https://www.northyorks.gov.uk/supermobile-library
