organisation,mobile,route,community,stop,address,postcode,geox,geoy,day,arrival,departure,frequency,start,end,timetable
Essex,County Mobile 1,Week 1 Monday,Rivenhall,Beech Road,"Beech Road, Rivenhall",CM8 3PF,0.652612,51.825071,Monday,09:20,09:50,FREQ=WEEKLY;INTERVAL=3,2019-10-14,,https://libraries.essex.gov.uk//mobile-library-service/rivenhall/beech-road/
Essex,County Mobile 1,Week 1 Monday,Cressing,Springett House,"Springett House, Cressing",CM778JJ,0.586758,51.856575,Monday,10:10,10:40,FREQ=WEEKLY;INTERVAL=3,2019-10-14,,https://libraries.essex.gov.uk//mobile-library-service/cressing/springett-house/
Essex,County Mobile 1,Week 1 Monday,White Notley,Vicarage Avenue,"Vicarage Avenue, White Notley",CM8 1SB,0.59175,51.833776,Monday,11:05,11:35,FREQ=WEEKLY;INTERVAL=3,2019-10-21,,https://libraries.essex.gov.uk//mobile-library-service/white-notley/vicarage-avenue/
Essex,County Mobile 1,Week 1 Monday,Faulkbourne,Faulkbourne Village Hall,"Faulkbourne Village Hall, Faulkbourne",CM8 1SQ,0.605439,51.824219,Monday,11:40,12:10,FREQ=WEEKLY;INTERVAL=3,2019-10-14,,https://libraries.essex.gov.uk//mobile-library-service/faulkbourne/faulkbourne-village-hall/
Essex,County Mobile 1,Week 1 Monday,Black Notley,Bedells Avenue,"Bedells Avenue, Black Notley",CM778LZ,0.565657,51.854556,Monday,12:25,12:55,FREQ=WEEKLY;INTERVAL=3,2019-10-14,,https://libraries.essex.gov.uk//mobile-library-service/black-notley/bedells-avenue/
Essex,County Mobile 1,Week 1 Monday,Great Notley,Derwent Way Pond,"Derwent Way Pond, Great Notley",CM777UX,0.530956,51.862196,Monday,13:50,14:20,FREQ=WEEKLY;INTERVAL=3,2019-10-14,,https://libraries.essex.gov.uk//mobile-library-service/great-notley/derwent-way-pond/
Essex,County Mobile 1,Week 1 Monday,Great Leighs,Chatley Road,"Chatley Road, Great Leighs",CM3 1NU,0.5076,51.82695,Monday,14:35,15:05,FREQ=WEEKLY;INTERVAL=3,2019-10-14,,https://libraries.essex.gov.uk//mobile-library-service/great-leighs/chatley-road/
Essex,County Mobile 1,Week 1 Monday,Ranks Green,Hazelton Cottages,"Hazelton Cottages, Ranks Green",CM3 2BE,0.541105,51.832238,Monday,15:10,15:40,FREQ=WEEKLY;INTERVAL=3,2019-10-14,,https://libraries.essex.gov.uk//mobile-library-service/ranks-green/hazelton-cottages/
Essex,County Mobile 1,Week 1 Monday,Terling,Terling School Green,"Terling School Green, Terling",CM3 2PN,0.570333,51.806646,Monday,15:55,16:25,FREQ=WEEKLY;INTERVAL=3,2019-10-14,,https://libraries.essex.gov.uk//mobile-library-service/terling/terling-school-green/
Essex,County Mobile 1,Week 1 Tuesday,St Osyth,St Osyth Village Hall,"St Osyth Village Hall, St Osyth",CO168PE,1.082539,51.800793,Tuesday,10:10,10:40,FREQ=WEEKLY;INTERVAL=3,2019-10-15,,https://libraries.essex.gov.uk//mobile-library-service/st-osyth/st-osyth-village-hall/
Essex,County Mobile 1,Week 1 Tuesday,Point Clear,Beacon Way,"Beacon Way, Point Clear",CO168JN,1.041805,51.792825,Tuesday,10:50,11:20,FREQ=WEEKLY;INTERVAL=3,2019-10-15,,https://libraries.essex.gov.uk//mobile-library-service/point-clear/beacon-way/
Essex,County Mobile 1,Week 1 Tuesday,Clacton,St Clements Court,"St Clements Court, Clacton",CO168XX,1.130976,51.803074,Tuesday,11:35,12:05,FREQ=WEEKLY;INTERVAL=3,2019-10-15,,https://libraries.essex.gov.uk//mobile-library-service/clacton/st-clements-court/
Essex,County Mobile 1,Week 1 Tuesday,Great Clacton,Lymington Avenue,"Lymington Avenue, Great Clacton",CO154PL,1.160762,51.815318,Tuesday,12:20,12:50,FREQ=WEEKLY;INTERVAL=3,2019-10-15,,https://libraries.essex.gov.uk//mobile-library-service/great-clacton/lymington-avenue/
Essex,County Mobile 1,Week 1 Tuesday,Little Clacton,The Street Pharmacy,"The Street Pharmacy, Little Clacton",CO169LQ,1.142685,51.826425,Tuesday,13:45,14:15,FREQ=WEEKLY;INTERVAL=3,2019-10-15,,https://libraries.essex.gov.uk//mobile-library-service/little-clacton/the-street-pharmacy/
Essex,County Mobile 1,Week 1 Tuesday,Kirby Cross,Station Road,"Station Road, Kirby Cross",CO130LU,1.214718,51.841817,Tuesday,14:35,15:05,FREQ=WEEKLY;INTERVAL=3,2019-10-15,,https://libraries.essex.gov.uk//mobile-library-service/kirby-cross/station-road/
Essex,County Mobile 1,Week 1 Tuesday,Thorpe Le Soken,Byng Crescent,"Byng Crescent, Thorpe Le Soken",CO160JB,1.175685,51.855183,Tuesday,15:20,15:50,FREQ=WEEKLY;INTERVAL=3,2019-10-15,,https://libraries.essex.gov.uk//mobile-library-service/thorpe-le-soken/byng-crescent/
