organisation,mobile,route,community,stop,address,postcode,geox,geoy,day,type,arrival,departure,frequency,start,end,exceptions,timetable
Worcestershire,Mobile,Friday Week 1,Astley,Burf,"Burf, Astley",,-2.310279,52.307802,Friday,Public,12:45,13:05,FREQ=MONTHLY;BYDAY=1FR,2020-04-03,,,http://www.worcestershire.gov.uk/directory_record/4135/astley_mobile_library_timetable
Worcestershire,Mobile,Friday Week 1,Chatley,The Barons,"The Barons, Chatley",,-2.226435,52.244544,Friday,Public,09:55,10:10,FREQ=MONTHLY;BYDAY=1FR,2020-04-03,,,http://www.worcestershire.gov.uk/directory_record/4164/chatley_mobile_library_timetable
Worcestershire,Mobile,Friday Week 1,Hadley,Chatley The Barons10:20 to 10:35   Young's Farm10:45 to 11:00  Ombersley The Hamptons11:05 to 11:20  Sytchampton Brakeshill11:30 to 11:45  Norchard Stoney Lane,"Chatley The Barons10:20 to 10:35   Young's Farm10:45 to 11:00  Ombersley The Hamptons11:05 to 11:20  Sytchampton Brakeshill11:30 to 11:45  Norchard Stoney Lane, Hadley",,-2.205854,52.272985,Friday,Public,09:55,10:10,FREQ=MONTHLY;BYDAY=1FR,2020-04-03,,,http://www.worcestershire.gov.uk/directory_record/4122/hadley_mobile_library_timetable
Worcestershire,Mobile,Friday Week 1,Norchard,Stoney Lane,"Stoney Lane, Norchard",,-2.227883,52.314427,Friday,Public,11:30,11:45,FREQ=MONTHLY;BYDAY=1FR,2020-04-03,,,http://www.worcestershire.gov.uk/directory_record/4232/norchard_mobile_library_timetable
Worcestershire,Mobile,Friday Week 1,Ombersley,The Hamptons,"The Hamptons, Ombersley",,-2.229488,52.275151,Friday,Public,10:45,11:00,FREQ=MONTHLY;BYDAY=1FR,2020-04-03,,,http://www.worcestershire.gov.uk/directory_record/4235/ombersley_mobile_library_timetable
Worcestershire,Mobile,Friday Week 1,Shrawley,Old Barn,"Old Barn, Shrawley",,-2.287651,52.283669,Friday,Public,13:15,13:30,FREQ=MONTHLY;BYDAY=1FR,2020-04-03,,,http://www.worcestershire.gov.uk/directory_record/4256/shrawley_mobile_library_timetable
Worcestershire,Mobile,Friday Week 1,Shrawley,Village Hall,"Village Hall, Shrawley",,-2.287651,52.283669,Friday,Public,13:40,14:00,FREQ=MONTHLY;BYDAY=1FR,2020-04-03,,,http://www.worcestershire.gov.uk/directory_record/4256/shrawley_mobile_library_timetable
Worcestershire,Mobile,Friday Week 1,Sytchampton,Brakeshill,"Brakeshill, Sytchampton",,-2.231278,52.292845,Friday,Public,11:05,11:20,FREQ=MONTHLY;BYDAY=1FR,2020-04-03,,,http://www.worcestershire.gov.uk/directory_record/4268/sytchampton_mobile_library_timetable
Worcestershire,Mobile,Friday Week 2,Elmbridge,Broadfield,"Broadfield, Elmbridge",,-2.146620,52.307867,Friday,Public,10:30,10:45,FREQ=MONTHLY;BYDAY=2FR,2020-03-13,,,http://www.worcestershire.gov.uk/directory_record/4096/elmbridge_mobile_library_timetable
Worcestershire,Mobile,Friday Week 2,Fernhill Heath,Station Road,"Station Road, Fernhill Heath",,-2.190249,52.230085,Friday,Public,13:55,14:10,FREQ=MONTHLY;BYDAY=2FR,2020-03-13,,,http://www.worcestershire.gov.uk/directory_record/4186/fernhill_heath_mobile_library_timetable
