organisation,mobile,route,community,stop,address,postcode,geox,geoy,day,type,arrival,departure,frequency,start,end,exceptions,timetable
East Riding of Yorkshire,Mobile,1,Aike,Aike,"Aike, YO25 9BG",YO25 9BG,-0.422191,54.1140627,Wednesday,Public,14:55,15:15,FREQ=WEEKLY;INTERVAL=4,2019-04-24,,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=aike_mobile_library
East Riding of Yorkshire,Mobile,2,Aldbrough  Methodist Church,Aldbrough  Methodist Church,"Aldbrough  Methodist Church, HU11 4RP",HU11 4RP,-0.1116443,53.8293629,Friday,Public,11:25,11:50,FREQ=WEEKLY;INTERVAL=4,2019-04-26,,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=aldbrough__methodist_church_mobile_library
East Riding of Yorkshire,Mobile,3,Aldbrough Wentworth Grove,Aldbrough Wentworth Grove,"Aldbrough Wentworth Grove, HU11 4RU",HU11 4RU,-0.1116443,53.8293629,Friday,Public,14:45,15:10,FREQ=WEEKLY;INTERVAL=4,2019-05-17,,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=aldbrough_wentworth_grove_mobile_library
East Riding of Yorkshire,Mobile,4,Anlaby,Anlaby,"Anlaby, HU10 6EL",HU10 6EL,-0.4329875,53.7461205,Wednesday,Public,15:05,15:35,FREQ=WEEKLY;INTERVAL=4,2019-04-03,,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=anlaby_mobile_library
East Riding of Yorkshire,Mobile,2,Atwick,Atwick,"Atwick, YO25 8DH",YO25 8DH,-0.1952276,53.9403012,Friday,Public,10:20,10:40,FREQ=WEEKLY;INTERVAL=4,2019-04-26,,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=atwick_mobile_library
East Riding of Yorkshire,Mobile,5,Bainton,Bainton,"Bainton, YO25 9NU",YO25 9NU,-0.534372,53.957041,Monday,Public,10:30,11:15,FREQ=WEEKLY;INTERVAL=4,2019-04-08,,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=bainton_mobile_library
East Riding of Yorkshire,Mobile,6,Barmby Moor,Barmby Moor,"Barmby Moor, YO42 4HL",YO42 4HL,-0.8165685,53.9318348,Wednesday,Public,11:05,11:30,FREQ=WEEKLY;INTERVAL=4,2019-04-10,,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=barmby_moor_mobile_library
East Riding of Yorkshire,Mobile,7,Barmston,Barmston,"Barmston, YO25 4SN",YO25 4SN,-0.3789278,54.0632748,Tuesday,Public,13:30,14:15,FREQ=WEEKLY;INTERVAL=4,2019-04-09,,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=barmston_mobile_library
East Riding of Yorkshire,Mobile,8,Beeford,Beeford,"Beeford, YO25 8BU",YO25 8BU,-0.2761143,53.9731834,Thursday,Public,9:30,12:30,FREQ=WEEKLY;INTERVAL=2,2019-04-04,,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=beeford_mobile_library
East Riding of Yorkshire,Mobile,9,Beeford St Leonards,Beeford St Leonards,"Beeford St Leonards, YO25 8AY",YO25 8AY,-0.2889965,53.9698197,Monday,Public,9:30,9:50,FREQ=WEEKLY;INTERVAL=4,2019-04-15,,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=beeford_st_leonards_mobile_library
East Riding of Yorkshire,Mobile,4,Bempton,Bempton,"Bempton, YO15 1HB",YO15 1HB,-0.1823918,54.131699,Wednesday,Public,10:00,10:30,FREQ=WEEKLY;INTERVAL=4,2019-04-03,,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=bempton_mobile_library
East Riding of Yorkshire,Mobile,10,Beswick,Beswick,"Beswick, YO25 9AS",YO25 9AS,-0.4622933,53.9199052,Wednesday,Public,10:25,10:40,FREQ=WEEKLY;INTERVAL=4,2019-04-17,,,https://www.eastridinglibraries.co.uk/find-a-library/?entry=beswick_mobile_library
