organisation,mobile,route,community,stop,address,postcode,geox,geoy,day,arrival,departure,frequency,start,end,timetable
Edinburgh,Mobile 1,Thursday,,Dalmeny School,Carlowrie Avenue,EH30 9TZ,-3.37406,55.980758,Thursday,11:25,11:45,FREQ=WEEKLY,2019-05-23,,https://www.edinburgh.gov.uk//directory_record/9817/dalmeny_school
Edinburgh,Mobile 1,Thursday,,Dalmeny Square,Dalmeny Square,EH30 9TY,-3.3742565328522005,55.98198717812569,Thursday,11:50,12:10,FREQ=WEEKLY,2019-05-23,,https://www.edinburgh.gov.uk//directory_record/9818/dalmeny_square
Edinburgh,Mobile 1,Friday,,Edinburgh Business Park,Edinburgh Business Park,EH12 9DH,-3.3134111164690694,55.9327062734595,Friday,12:30,13:00,FREQ=WEEKLY,2019-05-24,,https://www.edinburgh.gov.uk//directory_record/119902/edinburgh_business_park
Edinburgh,Mobile 1,Wednesday,,Forrester Park Avenue,16-18 Forrester Park Avenue,EH12 9AS,-3.2818514000000505,55.93250219999999,Wednesday,13:45,14:05,FREQ=WEEKLY,2019-05-22,,https://www.edinburgh.gov.uk//directory_record/495509/forrester_park_avenue
Edinburgh,Mobile 1,Wednesday,,Forrester Park Drive,19 Forrester Park Drive,EH12 9AN,-3.2821100999999544,55.93161,Wednesday,13:20,13:40,FREQ=WEEKLY,2019-05-22,,https://www.edinburgh.gov.uk//directory_record/495508/forrester_park_drive
Edinburgh,Mobile 1,Wednesday,,Forrester Park Gardens,6 Forrester Pak Gardens,EH12 9AQ,-3.2862532138824463,55.93239355552212,Wednesday,14:10,14:30,FREQ=WEEKLY,2019-05-22,,https://www.edinburgh.gov.uk//directory_record/495510/forrester_park_gardens
Edinburgh,Mobile 1,Monday,,Foulis Crescent,Corner of Baberton Crescent and Foulis Crescent,EH12 9AQ,-3.2824600000000146,55.90626,Monday,14:25,14:50,FREQ=WEEKLY,2019-05-20,,https://www.edinburgh.gov.uk//directory_record/1019501/foulis_crescent
Edinburgh,Mobile 1,Tuesday,,Gilmerton Road,271 Gilmerton Road,EH16 5TT,-3.155008,55.918904,Tuesday,17:30,18:15,FREQ=WEEKLY,2019-05-21,,https://www.edinburgh.gov.uk//directory_record/9828/gilmerton_road
Edinburgh,Mobile 1,Friday,,Glendevon Park,3 Glendevon Park,EH12 5XD,-3.253948788360617,55.940157748766964,Friday,13:50,14:15,FREQ=WEEKLY,2019-05-24,,https://www.edinburgh.gov.uk//directory_record/495516/glendevon_park
Edinburgh,Mobile 1,Monday,,Glenvarloch Crescent,117 Glenvarloch Crescent,EH16 6BB,-3.159309555541995,55.917471889387805,Monday,14:30,15:10,FREQ=WEEKLY,2019-05-20,,https://www.edinburgh.gov.uk//directory_record/9800/glenvarloch_crescent
Edinburgh,Mobile 1,Monday,,Gogar Bank,55 Gogar Bank,EH12 9BY,-3.330531120300293,55.922842520251294,Monday,13:15,13:35,FREQ=WEEKLY,2019-05-20,,https://www.edinburgh.gov.uk//directory_record/9840/gogar_bank
Edinburgh,Mobile 1,Monday,,Gylemuir Road,132-4 Gylemuir Road,EH12 7DL,-3.297808,55.94009,Monday,10:25,10:40,FREQ=WEEKLY,2019-05-20,,https://www.edinburgh.gov.uk//directory_record/9837/gylemuir_road
Edinburgh,Mobile 1,Wednesday,,Hailes Terrace,5 Hailes Terrace,EH13 0NB,-3.2619141679840595,55.911771567536235,Wednesday,14:45,15:00,FREQ=WEEKLY,2019-05-22,,https://www.edinburgh.gov.uk//directory_record/9860/hailes_terrace
Edinburgh,Mobile 1,Monday,,Hermiston village ,30 Hermiston village,EH14 4AW,-3.317477021301329,55.918026276366604,Monday,13:45,14:10,FREQ=WEEKLY,2019-05-20,,https://www.edinburgh.gov.uk//directory_record/9841/hermiston_village
Edinburgh,Mobile 1,Wednesday,,Hillwood Rise,"Hillwood Rise, Ratho Station, No. 4",EH14 4AW,-3.388830184630933,55.93671168577195,Wednesday,18:00,19:00,FREQ=WEEKLY,2019-05-22,,https://www.edinburgh.gov.uk//directory_record/169418/hillwood_rise
Edinburgh,Mobile 1,Tuesday,,Howdenhall Court,"Flat 29, Howdenhall Court",EH16 6UZ,-3.1754215495986955,55.903872532382586,Tuesday,15:30,15:50,FREQ=WEEKLY,2019-05-21,,https://www.edinburgh.gov.uk//directory_record/9826/howdenhall_court
Edinburgh,Mobile 1,Tuesday,,Howdenhall Drive,68 Howdenhall Drive,EH16 6UP,-3.1702476256560885,55.9033015078135,Tuesday,15:10,15:25,FREQ=WEEKLY,2019-05-21,,https://www.edinburgh.gov.uk//directory_record/9825/howdenhall_drive
Edinburgh,Mobile 1,Monday,,Ingliston Nursery,4a Ingliston Road,EH28 8AU,-3.3657481428222127,55.938889723438166,Monday,11:15,11:30,FREQ=WEEKLY,2019-05-20,,https://www.edinburgh.gov.uk//directory_record/9839/ingliston_nursery
Edinburgh,Mobile 1,Tuesday,,Lennie Cottages,Craig's Road,EH28 8AU,-3.331812500800879,55.949579286982434,Tuesday,16:20,16:45,FREQ=WEEKLY,2019-05-21,,https://www.edinburgh.gov.uk//directory_record/168437/lennie_cottages
Edinburgh,Mobile 1,Tuesday,,Lennymuir,Lennymuir,EH12 0AP,-3.347887515410548,55.954254498202445,Tuesday,15:50,16:15,FREQ=WEEKLY,2019-05-21,,https://www.edinburgh.gov.uk//directory_record/168435/lennymuir
Edinburgh,Mobile 1,Tuesday,,Liberton Drive,26 Liberton Drive,EH16 6NN,-3.165969,55.911981,Tuesday,18:30,19:15,FREQ=WEEKLY,2019-05-21,,https://www.edinburgh.gov.uk//directory_record/9829/liberton_drive
Edinburgh,Mobile 1,Thursday,,Lochend Crescent,7 Lochend Crescent,EH7 6EQ,-3.151998,55.960382,Thursday,14:30,15:00,FREQ=WEEKLY,2019-05-23,,https://www.edinburgh.gov.uk//directory_record/9813/lochend_crescent
Edinburgh,Mobile 1,Monday,,Longstone Grove,7 Longstone Grove,EH14 2BT,-3.261909914016769,55.92328127839665,Monday,15:00,15:20,FREQ=WEEKLY,2019-05-20,,https://www.edinburgh.gov.uk//directory_record/9844/longstone_grove
Edinburgh,Mobile 1,Friday,,Magdalene Court Sheltered Housing,7 Longstone Grove,EH15 3EF,-3.1135972850952385,55.940748152660404,Friday,10:30,10:50,FREQ=WEEKLY,2019-05-24,,https://www.edinburgh.gov.uk//directory_record/9830/magdalene_court_sheltered_housing
Edinburgh,Mobile 1,Thursday,,Magdalene Drive ,"Magdalene Drive, layby at shops",EH15 3DZ,-3.109389,55.942416,Thursday,11:45,12:15,FREQ=WEEKLY,2019-05-23,,https://www.edinburgh.gov.uk//directory_record/9809/magdalene_drive
Edinburgh,Mobile 1,Monday,,Malbet Park,layby opposite no. 3 Malbet Park,EH16 6SY,-3.1554843214264565,55.910634496861064,Monday,17:10,17:30,FREQ=WEEKLY,2019-05-20,,https://www.edinburgh.gov.uk//directory_record/9805/malbet_park
Edinburgh,Mobile 1,Wednesday,,"Moat House, Moat Drive",Moat Drive,EH14 1NS,-3.2401235740661605,55.93315474159305,Wednesday,17:40,18:10,FREQ=WEEKLY,2019-05-22,,https://www.edinburgh.gov.uk//directory_record/9857/moat_house_moat_drive
Edinburgh,Mobile 1,Tuesday,,Mortonhall Park Drive,6 - 10 Mortonhall Park Drive,EH17 8SS,-3.167642,55.901093,Tuesday,14:40,15:00,FREQ=WEEKLY,2019-05-21,,https://www.edinburgh.gov.uk//directory_record/9824/mortonhall_park_drive
Edinburgh,Mobile 1,Monday,,Mortonhall Park Gardens,7 Mortonhall Park Gardens,EH17 8SL,-3.17134,55.900168,Monday,18:30,19:30,FREQ=WEEKLY,2019-05-20,,https://www.edinburgh.gov.uk//directory_record/9806/mortonhall_park_gardens
Edinburgh,Mobile 1,Wednesday,,Muir Wood Road / Corner of Bryce Road,"18 Muir Wood Road, Currie",EH14 5JT,-3.3064419608519984,55.89985479965902,Wednesday,14:30,15:00,FREQ=WEEKLY,2019-05-22,,https://www.edinburgh.gov.uk//directory_record/495513/muir_wood_road_corner_of_bryce_road
Edinburgh,Mobile 1,Friday,,"Murray Cottages, Ladywell Road","Murray Cottages, Ladywell Road",EH12 7TB,-3.2914089560836146,55.93955148177502,Friday,15:00,15:30,FREQ=WEEKLY,2019-05-24,,https://www.edinburgh.gov.uk//directory_record/168443/murray_cottages_ladywell_road
Edinburgh,Mobile 1,Friday,,New Lairdship Place,New Lairdship Place,EH11 3UZ,-3.282585002516157,55.92600381612329,Friday,13:15,13:35,FREQ=WEEKLY,2019-05-24,,https://www.edinburgh.gov.uk//directory_record/495515/new_lairdship_place
Edinburgh,Mobile 1,Thursday,,Newcraighall Drive,12 Newcraighall,EH21 8SG,-3.091608104507486,55.93429636383868,Thursday,10:30,11:00,FREQ=WEEKLY,2019-05-23,,https://www.edinburgh.gov.uk//directory_record/9807/newcraighall_drive
Edinburgh,Mobile 1,Friday,,North Bughtlin Place,16 North Bughtlin Place,EH12 8UP,-3.3035552784347146,55.951830989682605,Friday,11:00,11:30,FREQ=WEEKLY,2019-05-24,,https://www.edinburgh.gov.uk//directory_record/9867/north_bughtlin_place
Edinburgh,Mobile 1,Monday,,North Gyle Terrace ,29 North Gyle Terrace,EH12 8JT,-3.304946,55.941929,Monday,10:50,11:00,FREQ=WEEKLY,2019-05-20,,https://www.edinburgh.gov.uk//directory_record/9838/north_gyle_terrace
Edinburgh,Mobile 1,Wednesday,,Old Farm Court,311 Colinton Road,EH13 0NS,-3.2504048000000694,55.9088699,Wednesday,10:45,11:15,FREQ=WEEKLY,2019-05-22,,https://www.edinburgh.gov.uk//directory_record/495511/old_farm_court
Edinburgh,Mobile 1,Tuesday,,Parkgrove Street,87 Parkgrove Street,EH7 7NT,-3.289197563972266,55.95934594750127,Tuesday,14:30,15:30,FREQ=WEEKLY,2019-05-21,,https://www.edinburgh.gov.uk//directory_record/9849/parkgrove_street
Edinburgh,Mobile 1,Wednesday,,"Parkside, Newbridge",1 Parkside,EH28 8ST,-3.4093847632293546,55.93799609356377,Wednesday,17:30,17:45,FREQ=WEEKLY,2019-05-22,,https://www.edinburgh.gov.uk//directory_record/9864/parkside_newbridge
Edinburgh,Mobile 1,Friday,,Prestonfield Avenue,28 Prestonfield Avenue,EH16 5EH,-3.161042,55.933386,Friday,12:15,12:45,FREQ=WEEKLY,2019-05-24,,https://www.edinburgh.gov.uk//directory_record/9833/prestonfield_avenue
Edinburgh,Mobile 1,Monday,,"Ratho Station, Station Road",Station Road,EH28 8PZ,-3.390634059906006,55.9357620028559,Monday,11:45,12:15,FREQ=WEEKLY,2019-05-20,,https://www.edinburgh.gov.uk//directory_record/9865/ratho_station_station_road
Edinburgh,Mobile 1,Wednesday,,Redhall Drive,67 - 69 Redhall Drive,EH14 2HG,-3.2580619365234043,55.921514777041835,Wednesday,16:00,16:40,FREQ=WEEKLY,2019-05-22,,https://www.edinburgh.gov.uk//directory_record/9856/redhall_drive
Edinburgh,Mobile 1,Thursday,,"Rosebery Avenue Dental Surgery, South Queensferry",Rosebery Avenue,EH30 9JG,-3.3956561786040993,55.98594607269449,Thursday,13:45,14:30,FREQ=WEEKLY,2019-05-23,,https://www.edinburgh.gov.uk//directory_record/9820/rosebery_avenue_dental_surgery_south_queensferry
Edinburgh,Mobile 1,Wednesday,,Roseburn Crescent,2 Roseburn Crescent,EH12 5NZ,-3.237829,55.94396,Wednesday,18:30,19:15,FREQ=WEEKLY,2019-05-22,,https://www.edinburgh.gov.uk//directory_record/9858/roseburn_crescent
Edinburgh,Mobile 1,Friday,,Saughton Crescent (Bright Sparks Nursery),58 Saughton Crescent,EH12 5SP,-3.255395599999929,55.9435035,Friday,14:20,14:45,FREQ=WEEKLY,2019-05-24,,https://www.edinburgh.gov.uk//directory_record/495517/saughton_crescent_bright_sparks_nursery
Edinburgh,Mobile 1,Friday,,Saughton Mains Terrace,4 Saughton Mains Terrace,EH11 3NU,-3.267180445368922,55.932462975927216,Friday,10:15,10:30,FREQ=WEEKLY,2019-05-24,,https://www.edinburgh.gov.uk//directory_record/495514/saughton_mains_terrace
Edinburgh,Mobile 1,Monday,,South Gyle Gardens,110 South Gyle Gardens,EH12 7RZ,-3.299822477523776,55.93722525538364,Monday,10:00,10:15,FREQ=WEEKLY,2019-05-20,,https://www.edinburgh.gov.uk//directory_record/9836/south_gyle_gardens
Edinburgh,Mobile 1,Monday,,Southhouse Avenue SH,47 - 49 Southhouse Avenue,EH17 8BZ,-3.155276,55.901551,Monday,16:05,16:25,FREQ=WEEKLY,2019-05-20,,https://www.edinburgh.gov.uk//directory_record/9801/southhouse_avenue_sh
Edinburgh,Mobile 1,Monday,,Southhouse Road,35 Southhouse Road,EH17 8EW,-3.157274804893518,55.898418352755385,Monday,15:50,16:00,FREQ=WEEKLY,2019-05-20,,https://www.edinburgh.gov.uk//directory_record/9803/southhouse_road
Edinburgh,Mobile 1,Monday,,Southhouse Square,1 Southhouse Square,EH17 8DN,-3.154147,55.899091,Monday,15:25,15:45,FREQ=WEEKLY,2019-05-20,,https://www.edinburgh.gov.uk//directory_record/9802/southhouse_square
Edinburgh,Mobile 1,Tuesday,,Stuart Square,Stuart Square,EH12 8UU,-3.3033439927291965,55.9497644850963,Tuesday,18:15,19:00,FREQ=WEEKLY,2019-05-21,,https://www.edinburgh.gov.uk//directory_record/9852/stuart_square
Edinburgh,Mobile 1,Thursday,,"The Queens Retreat, South Queensferry",6 Scotstoun Grove,EH30 9PH,-3.3920030085982944,55.98336688852154,Thursday,13:10,13:40,FREQ=WEEKLY,2019-05-23,,https://www.edinburgh.gov.uk//directory_record/9819/the_queens_retreat_south_queensferry
Edinburgh,Mobile 1,Tuesday,,Turnhouse Road,85 Turnhouse Road,EH12,-3.3161852356715826,55.94157171054124,Tuesday,16:50,17:15,FREQ=WEEKLY,2019-05-21,,https://www.edinburgh.gov.uk//directory_record/168439/turnhouse_road
Edinburgh,Mobile 1,Wednesday,,Waverley Court,4 East Market St,EH8 8BG,-3.1843457001389197,55.95152569835076,Wednesday,12:00,13:15,FREQ=WEEKLY,2019-05-22,,https://www.edinburgh.gov.uk//directory_record/495512/waverley_court
Edinburgh,Mobile 1,Thursday,,"Whitehouse Road, Barnton",186 Whitehouse Road,EH4 6DB,-3.306785423278825,55.96276193453944,Thursday,10:55,11:10,FREQ=WEEKLY,2019-05-23,,https://www.edinburgh.gov.uk//directory_record/9816/whitehouse_road_barnton
Edinburgh,Mobile 1,Monday,,Woodhall Terrace (corner of Baberton Crescent),186 Whitehouse Road,EH14 5DN,-3.2825732231140137,55.90624733501022,Monday,14:25,14:50,FREQ=WEEKLY,2019-05-20,,https://www.edinburgh.gov.uk//directory_record/9842/woodhall_terrace_corner_of_baberton_crescent
Edinburgh,Mobile 1,Wednesday,,Zetland Place,5 Zetland Place,EH5 3HU,-3.208848,55.975814,Wednesday,14:10,14:50,FREQ=WEEKLY,2019-05-22,,https://www.edinburgh.gov.uk//directory_record/9854/zetland_place
