WKT,destination_stop,destination_stop_latitude,destination_stop_longitude,distance,duration,mobile,origin_stop,origin_stop_latitude,origin_stop_longitude,route
"LINESTRING (0.619247 52.234591,0.618944 52.234737,0.618892 52.23475,0.618869 52.234791,0.618273 52.23509,0.61775 52.235448,0.617058 52.236181,0.616581 52.236864,0.616441 52.237189,0.616382 52.237436,0.61638 52.237555,0.616424 52.237809,0.616522 52.238066,0.616596 52.238207,0.616843 52.238497,0.617149 52.238747,0.61746 52.238947,0.617948 52.239147,0.618308 52.239269,0.618522 52.239364,0.6187 52.239472,0.618844 52.23962,0.618887 52.239722,0.618918 52.239887,0.618986 52.240787,0.619019 52.24122,0.619134 52.241937,0.619173 52.242363,0.619189 52.242532,0.619298 52.243147,0.619407 52.243421,0.619897 52.244162,0.620143 52.244511,0.619708 52.24468,0.619234 52.244864,0.618504 52.245021,0.618408 52.24503,0.618064 52.245061,0.617109 52.245113,0.616237 52.245151,0.615391 52.245149,0.612804 52.244951,0.611592 52.244806,0.611037 52.244715,0.609668 52.244453,0.609042 52.244347,0.60851 52.244289,0.607603 52.244233,0.605779 52.244299,0.604878 52.244181,0.603661 52.243967,0.602582 52.243708,0.601981 52.243589,0.601338 52.243655,0.600801 52.243721,0.598417 52.243931,0.596008 52.244182,0.595218 52.244205,0.594947 52.244212,0.592931 52.244259,0.592621 52.244253,0.592753 52.244371,0.592942 52.244577,0.593258 52.245074,0.593478 52.245372,0.593779 52.245653,0.593967 52.245886,0.594129 52.246106,0.59455 52.246031)",Sharpe’s Hill,"52.24603","0.59455",3429.4,399.9,Bury St Edmunds,Twite’s Corner,"52.23515","0.62004",Bury St Edmunds Route 10
"LINESTRING (0.59455 52.246031,0.594129 52.246106,0.593967 52.245886,0.593779 52.245653,0.593478 52.245372,0.593258 52.245074,0.592942 52.244577,0.592753 52.244371,0.592621 52.244253,0.592366 52.244211,0.591585 52.243981,0.590983 52.243828,0.590609 52.243734,0.590215 52.243641,0.590115 52.243618,0.589297 52.243417,0.588238 52.243207,0.587909 52.243116,0.587419 52.242925,0.587364 52.243004,0.587057 52.243632,0.586976 52.24383,0.586894 52.243825,0.586481 52.243836)",Autumn Close,"52.24382","0.58648",784.5,105.5,Bury St Edmunds,Sharpe’s Hill,"52.24603","0.59455",Bury St Edmunds Route 10
"LINESTRING (0.586481 52.243836,0.586894 52.243825,0.586976 52.24383,0.587057 52.243632,0.587364 52.243004,0.587419 52.242925,0.58723 52.242841,0.586979 52.242719,0.586204 52.242333,0.585729 52.242093,0.585591 52.242024,0.585345 52.241899,0.585299 52.241934,0.585118 52.242072,0.58471 52.242276,0.584368 52.24228,0.584074 52.242344,0.584002 52.242414,0.583745 52.242434,0.583637 52.242415)",The Green,"52.24219","0.58374",460.1,83.2,Bury St Edmunds,Autumn Close,"52.24382","0.58648",Bury St Edmunds Route 10
"LINESTRING (0.583637 52.242415,0.583745 52.242434,0.584002 52.242414,0.584074 52.242344,0.584368 52.24228,0.58471 52.242276,0.585118 52.242072,0.585299 52.241934,0.585345 52.241899,0.584981 52.241705,0.584819 52.241619,0.584671 52.241517,0.584629 52.241501,0.584481 52.241444,0.584128 52.241347,0.583712 52.241289,0.583659 52.241278,0.583494 52.241251,0.583361 52.241204,0.583227 52.241145,0.583288 52.241086,0.583528 52.240832,0.583746 52.240512,0.583961 52.240223,0.584076 52.240098,0.584139 52.240029,0.584425 52.239738,0.584602 52.239522,0.584747 52.239304,0.584772 52.239261,0.58485 52.239125,0.585018 52.238829,0.585134 52.238627,0.585251 52.238441,0.58534 52.238323,0.585541 52.238034,0.585791 52.237727,0.586005 52.237463,0.586341 52.237063,0.586471 52.236902,0.586742 52.236588,0.587019 52.236153,0.587151 52.235846,0.587371 52.235465,0.588578 52.233473,0.588934 52.232642,0.589573 52.231487,0.590027 52.230996,0.590157 52.230794,0.590896 52.229815,0.592161 52.22797,0.592762 52.226832,0.593032 52.225903,0.593067 52.225618,0.592906 52.22458,0.592875 52.223684,0.592902 52.223394,0.592983 52.223155,0.593162 52.222953,0.593241 52.222834,0.593303 52.222614,0.593166 52.221921,0.593106 52.221236,0.593279 52.219738,0.593289 52.219357,0.593514 52.217893,0.593601 52.216052,0.593705 52.215487,0.593182 52.215335,0.592913 52.215274,0.592786 52.215211,0.592711 52.215143,0.592676 52.21505,0.592588 52.214841,0.592415 52.214115,0.592417 52.214069,0.592437 52.213646,0.592219 52.213214,0.591851 52.212797,0.59099 52.212153,0.590593 52.211336,0.589955 52.209679,0.589631 52.208991,0.589367 52.208333,0.589341 52.208179,0.589331 52.207875,0.589346 52.20771,0.589272 52.207293,0.589038 52.206761,0.588742 52.206088,0.588722 52.205993,0.588728 52.205911,0.588739 52.205864,0.588783 52.205675,0.588883 52.205445,0.588891 52.205326,0.588842 52.20509,0.588626 52.204553,0.588884 52.20446,0.589379 52.204478,0.590108 52.204621,0.593371 52.204978,0.595556 52.205085,0.597488 52.205069,0.597947 52.205087,0.59879 52.205174,0.601617 52.205103,0.602228 52.205156,0.603802 52.205067,0.604243 52.205001,0.604763 52.204924,0.60541 52.204776,0.605479 52.204758,0.605836 52.204629,0.60623 52.204433,0.607024 52.204017,0.607435 52.203895,0.60771 52.203814,0.607948 52.203802,0.608866 52.203904,0.609535 52.203982,0.609574 52.203986,0.609597 52.204151,0.609622 52.204257,0.609679 52.204345,0.610284 52.205079,0.610433 52.205195,0.610609 52.205331,0.610835 52.205466,0.611324 52.205682,0.611576 52.205815,0.611832 52.206008,0.612153 52.206251,0.612563 52.206522,0.612592 52.206579,0.612615 52.206626,0.612616 52.206673,0.612562 52.206838,0.612407 52.207196,0.612281 52.207767,0.612251 52.207954)",17 New Road,"52.20798","0.61269",6615,633.4,Bury St Edmunds,The Green,"52.24219","0.58374",Bury St Edmunds Route 10
"LINESTRING (0.612251 52.207954,0.612281 52.207767,0.612407 52.207196,0.612562 52.206838,0.612616 52.206673,0.612615 52.206626,0.612592 52.206579,0.612563 52.206522,0.612153 52.206251,0.611832 52.206008,0.611576 52.205815,0.611324 52.205682,0.610835 52.205466,0.610609 52.205331,0.610433 52.205195,0.610284 52.205079,0.609679 52.204345,0.609622 52.204257,0.609597 52.204151,0.609574 52.203986,0.609535 52.203982,0.609512 52.203654,0.609349 52.20278,0.609109 52.201755,0.609094 52.201663,0.609062 52.201449,0.609138 52.201149,0.609294 52.200949,0.609419 52.200788,0.609696 52.200597,0.609867 52.200423,0.609968 52.200201,0.609921 52.199985,0.609831 52.199864,0.609613 52.199653,0.609517 52.19954,0.609368 52.199174,0.609329 52.198779,0.609096 52.198737,0.608648 52.198623,0.608133 52.198393,0.607304 52.198957,0.606194 52.198949,0.60581 52.198963)",Tan Office Lane,"52.19896","0.60581",1406.5,155.6,Bury St Edmunds,17 New Road,"52.20798","0.61269",Bury St Edmunds Route 10
"LINESTRING (0.60581 52.198963,0.606194 52.198949,0.607304 52.198957,0.608133 52.198393,0.608648 52.198623,0.609096 52.198737,0.609329 52.198779,0.609323 52.198574,0.609412 52.19786,0.609587 52.196609,0.610964 52.19504,0.613235 52.192453,0.613639 52.192054,0.613991 52.19176,0.614555 52.191311,0.614713 52.191192,0.614839 52.191097,0.61504 52.190942,0.615663 52.190439,0.616585 52.189707,0.616881 52.189472,0.616878 52.189373,0.616507 52.188455,0.616262 52.188223,0.615543 52.187848,0.615925 52.187609,0.616278 52.187325,0.616369 52.187199,0.616381 52.186979,0.61681 52.186971,0.617287 52.186939,0.618772 52.186673,0.61892 52.18665,0.619247 52.186595,0.620391 52.186383,0.620659 52.186367,0.620978 52.186371,0.621035 52.186379,0.622156 52.186534,0.622398 52.186567,0.622718 52.186606,0.623104 52.186609,0.623247 52.18661,0.624585 52.186622,0.625717 52.186658,0.626769 52.186701,0.627005 52.18671,0.628103 52.186727,0.628622 52.186759,0.628847 52.186834,0.629073 52.18691,0.629489 52.187102,0.630543 52.18755,0.63315 52.188685,0.634754 52.189392,0.63598 52.189922,0.639653 52.191533,0.641147 52.191913,0.641546 52.192036,0.642121 52.192276,0.642595 52.192549,0.642838 52.192717,0.643472 52.193304,0.644355 52.194211,0.644536 52.194398,0.645594 52.195479,0.645704 52.195656,0.645716 52.195676,0.645997 52.195645,0.6467 52.195686,0.647748 52.195689,0.649465 52.195735,0.649617 52.195745,0.650033 52.195771,0.651235 52.195897,0.65189 52.195921,0.652158 52.195937,0.65237 52.195969,0.652978 52.196098,0.653126 52.196164,0.65367 52.196441,0.653981 52.19657,0.654354 52.196688,0.654909 52.196826,0.655538 52.197009,0.657393 52.197568,0.657807 52.19766,0.658211 52.197722,0.658738 52.19779,0.659032 52.197813,0.660593 52.197806,0.660982 52.197887,0.661156 52.197947,0.661774 52.198257,0.661924 52.198303,0.661977 52.198319,0.662211 52.198363,0.662511 52.198394,0.66283 52.198398,0.663109 52.198391,0.66342 52.198372,0.663537 52.198344,0.663622 52.198325,0.664732 52.197973,0.666089 52.197711,0.666419 52.197663,0.666701 52.197651,0.666985 52.197659,0.667468 52.197698,0.667658 52.197688,0.668241 52.197613,0.668638 52.197545,0.669047 52.1975,0.669364 52.19749,0.66956 52.197504,0.670056 52.197579,0.670506 52.197622,0.670866 52.197639,0.671265 52.19764,0.671534 52.19765,0.671734 52.197647,0.671954 52.197606,0.672201 52.197477,0.672494 52.19727,0.672799 52.196983,0.673002 52.196683,0.673251 52.196189,0.673389 52.195776,0.673427 52.19545,0.673419 52.195002,0.673464 52.194885,0.673727 52.19468,0.673781 52.194626,0.673953 52.194607,0.675854 52.194284,0.676115 52.194281,0.676205 52.194168,0.676313 52.194034,0.676378 52.193835,0.676425 52.193664,0.676427 52.193408)",Folly House,"52.1934","0.67591",6708.6,586.5,Bury St Edmunds,Tan Office Lane,"52.19896","0.60581",Bury St Edmunds Route 10
"LINESTRING (0.676427 52.193408,0.676477 52.193249,0.676633 52.193086,0.676837 52.192987,0.677181 52.192854,0.677782 52.192727,0.678555 52.192656,0.679153 52.192539,0.679883 52.192265,0.680206 52.192192,0.680566 52.192134,0.681412 52.19208,0.681658 52.192059,0.681616 52.191747,0.681586 52.191524,0.681536 52.191039,0.681484 52.190828,0.681365 52.190589,0.68125 52.190425,0.680929 52.190024,0.681581 52.189768,0.682404 52.189457,0.6829 52.189254,0.683286 52.188993,0.683654 52.188797,0.683993 52.18865,0.684383 52.188535,0.684911 52.188421,0.685401 52.188342,0.685719 52.188315,0.685999 52.188311,0.68659 52.188367,0.687212 52.188454,0.687868 52.188557,0.688008 52.188568,0.688279 52.188587,0.688756 52.188579,0.68921 52.188559,0.689592 52.188513,0.689904 52.188452,0.690237 52.188361,0.690274 52.188351,0.690915 52.189203,0.691197 52.189442,0.691916 52.189678,0.693272 52.18992,0.694054 52.190235,0.695379 52.190908,0.696515 52.19163,0.697288 52.192097,0.697625 52.192352,0.697735 52.192537,0.69758 52.19264,0.697357 52.192739,0.6972 52.192871,0.697138 52.193058,0.697203 52.193786,0.697214 52.194405,0.697431 52.194894,0.697475 52.195154,0.697409 52.19548,0.69729 52.195752,0.697301 52.195904,0.697876 52.196599,0.698713 52.197674,0.700667 52.19939,0.701319 52.199889,0.701819 52.200183,0.702264 52.200606,0.702557 52.201258,0.702818 52.201551,0.703252 52.201909,0.703534 52.202431,0.703828 52.202832,0.704032 52.203034,0.704728 52.203696,0.705284 52.20345,0.705526 52.203343,0.706059 52.202971,0.707014 52.20225,0.707192 52.20143,0.707531 52.200883,0.70827 52.200416,0.709125 52.200005,0.710211 52.199586,0.711024 52.199494,0.712046 52.199471,0.713654 52.199362,0.713924 52.199414,0.71451 52.199739,0.714586 52.199747,0.714683 52.199742,0.715128 52.199646,0.715543 52.199533,0.715977 52.199368,0.716656 52.199047,0.717255 52.198724,0.717893 52.198472,0.719067 52.198214,0.7191 52.198202,0.719175 52.198175,0.719376 52.198029,0.719315 52.198155,0.71927 52.198248,0.719279 52.198441,0.719344 52.198614,0.719419 52.198701)",Whepstead Road Layby,"52.19886","0.71893",4855.6,474.8,Bury St Edmunds,Folly House,"52.1934","0.67591",Bury St Edmunds Route 10
"LINESTRING (0.719419 52.198701,0.719344 52.198614,0.719279 52.198441,0.71927 52.198248,0.719315 52.198155,0.719376 52.198029,0.719175 52.198175,0.7191 52.198202,0.719067 52.198214,0.717893 52.198472,0.717255 52.198724,0.716656 52.199047,0.715977 52.199368,0.715543 52.199533,0.715128 52.199646,0.714683 52.199742,0.714586 52.199747,0.71451 52.199739,0.713924 52.199414,0.713654 52.199362,0.712046 52.199471,0.711024 52.199494,0.710211 52.199586,0.709125 52.200005,0.70827 52.200416,0.707531 52.200883,0.707192 52.20143,0.707014 52.20225,0.706059 52.202971,0.705526 52.203343,0.705284 52.20345,0.704728 52.203696,0.704032 52.203034,0.703828 52.202832,0.703534 52.202431,0.703252 52.201909,0.702818 52.201551,0.702557 52.201258,0.702264 52.200606,0.701819 52.200183,0.701319 52.199889,0.700667 52.19939,0.698713 52.197674,0.697876 52.196599,0.697301 52.195904,0.69729 52.195752,0.697409 52.19548,0.697475 52.195154,0.697474 52.19515)",Bull Lane,"52.19515","0.69747",2490.2,243.9,Bury St Edmunds,Whepstead Road Layby,"52.19886","0.71893",Bury St Edmunds Route 10
"LINESTRING (0.697474 52.19515,0.697475 52.195154,0.697409 52.19548,0.69729 52.195752,0.697301 52.195904,0.697876 52.196599,0.698713 52.197674,0.700667 52.19939,0.701319 52.199889,0.701819 52.200183,0.702264 52.200606,0.702557 52.201258,0.702818 52.201551,0.703252 52.201909,0.703534 52.202431,0.703828 52.202832,0.704032 52.203034,0.704728 52.203696,0.705284 52.20345,0.705526 52.203343,0.706059 52.202971,0.707014 52.20225,0.707192 52.20143,0.707531 52.200883,0.70827 52.200416,0.709125 52.200005,0.710211 52.199586,0.711024 52.199494,0.712046 52.199471,0.713654 52.199362,0.713924 52.199414,0.71451 52.199739,0.714586 52.199747,0.714683 52.199742,0.715128 52.199646,0.715543 52.199533,0.715977 52.199368,0.716656 52.199047,0.717255 52.198724,0.717893 52.198472,0.719067 52.198214,0.7191 52.198202,0.719175 52.198175,0.719376 52.198029,0.719315 52.198155,0.71927 52.198248,0.719279 52.198441,0.719344 52.198614,0.719472 52.198761,0.719963 52.199118,0.720299 52.199294,0.720665 52.199438,0.720986 52.199525,0.721296 52.199563,0.721742 52.199588,0.722726 52.199601,0.723224 52.199658,0.72361 52.199764,0.723937 52.199933,0.724168 52.200132,0.724524 52.200572,0.724903 52.201006,0.725232 52.201444,0.725479 52.202063,0.725699 52.202358,0.725906 52.202572,0.726172 52.202784,0.726387 52.20288,0.72648 52.202923,0.72685 52.203072,0.727063 52.20319,0.7272 52.203312,0.72727 52.203437,0.727273 52.2036,0.727164 52.203862,0.726986 52.204158,0.726859 52.204665,0.72676 52.205018,0.726735 52.205604,0.726792 52.208184,0.726921 52.208464,0.727121 52.208642,0.728087 52.209179,0.728244 52.209295,0.728665 52.209745,0.730458 52.211506,0.730529 52.211597,0.730594 52.211895,0.730422 52.212287,0.72997 52.212763,0.729563 52.213114,0.729424 52.213304,0.729425 52.213593,0.729508 52.213886,0.729744 52.214306,0.73038 52.214951,0.731361 52.215623,0.731454 52.21572,0.731442 52.215764,0.731412 52.21583,0.731101 52.21604,0.729883 52.216716,0.729778 52.216793)",Village Hall,"52.21633","0.72887",4990.4,454.6,Bury St Edmunds,Bull Lane,"52.19515","0.69747",Bury St Edmunds Route 10
"LINESTRING (0.729778 52.216793,0.729883 52.216716,0.731101 52.21604,0.731412 52.21583,0.731442 52.215764,0.731454 52.21572,0.731559 52.215743,0.733958 52.217105,0.73435 52.217158,0.734683 52.217272,0.734751 52.217309,0.7355 52.217723,0.735963 52.217916,0.737221 52.218372,0.73823 52.218816,0.73895 52.219201,0.739846 52.219609,0.739999 52.219679,0.740131 52.219703,0.740348 52.219705,0.740928 52.219218,0.742559 52.218133,0.742923 52.217828,0.743867 52.216861,0.744193 52.216454,0.74446 52.216071,0.744573 52.215914,0.745077 52.215211,0.745303 52.214857,0.745494 52.214509,0.745741 52.214015,0.745943 52.213579,0.745961 52.213541,0.746135 52.213087,0.746458 52.212393,0.746671 52.211968,0.747024 52.211182,0.747053 52.211117,0.747887 52.210184,0.748125 52.21018,0.748535 52.210125,0.748948 52.210069,0.749092 52.210049,0.749547 52.20996,0.749906 52.209905,0.750088 52.209898,0.750419 52.209924,0.751153 52.210016,0.751337 52.210007,0.751485 52.209968,0.751633 52.209906,0.752123 52.209542,0.752262 52.209482,0.752389 52.209455,0.752811 52.209474,0.75298 52.209456,0.753186 52.20943,0.753516 52.209387,0.753799 52.209348,0.75443 52.209263,0.754827 52.209209,0.75581 52.209075,0.756166 52.208992,0.75765 52.208391,0.758786 52.20798,0.759027 52.207841,0.759503 52.20738,0.759771 52.207181,0.760078 52.207026,0.760474 52.206882,0.76091 52.20675,0.761958 52.206578,0.762719 52.206535,0.764096 52.206457,0.764696 52.206351,0.765192 52.206242,0.765731 52.206065,0.766554 52.205766,0.767503 52.205399,0.76793 52.205209,0.767993 52.205176,0.768161 52.205086,0.768428 52.204938,0.768614 52.204868,0.76878 52.204832,0.769082 52.204794,0.770177 52.204741,0.770774 52.204704,0.771266 52.204662,0.771647 52.204596,0.771912 52.205569,0.772018 52.206291,0.773745 52.209982,0.774285 52.210957,0.774636 52.211708,0.774807 52.212048,0.775604 52.213865,0.775911 52.214621,0.776226 52.215035,0.776577 52.215663,0.777014 52.216766,0.777041 52.216833,0.77453 52.217125,0.773604 52.217274,0.772163 52.217618,0.771682 52.21777,0.771013 52.218022,0.770654 52.218262,0.770479 52.218592,0.770378 52.218872,0.77021 52.219164,0.770029 52.219339,0.769837 52.219137,0.769794 52.218559,0.769561 52.218035,0.768634 52.21704)",Home Farm,"52.21757","0.76712",6213.1,606.7,Bury St Edmunds,Village Hall,"52.21633","0.72887",Bury St Edmunds Route 10
